lang,rate_15150000,rate_15900000,rate_15990000,rate_16020000,rate_16480000,rate_16610000,rate_17580000,rate_18550000,rate_19800000,rate_20160000,rate_21060000,rate_21250000,rate_21350000,rate_22260000,rate_24310000,rate_24440000,rate_24500000,rate_24870000,rate_26210000,rate_27470000,rate_27510000,rate_28950000,rate_31920000,rate_33880000,rate_34060000,rate_34240000,rate_35880000,rate_37350000,rate_37730000,rate_38090000,rate_38430000,rate_38450000,rate_38680000,rate_39490000,rate_39530000,rate_39730000,rate_40510000,rate_42530000,rate_43170000,rate_43300000,rate_43580000,rate_44090000,rate_48090000,rate_49810000,rate_51180000,rate_54530000,rate_54940000,rate_55010000,rate_56710000,rate_58570000,rate_58890000,rate_58940000,rate_59060000,rate_61790000,rate_62350000,rate_63150000,rate_63550000,rate_63940000,rate_66220000,rate_66730000,rate_67310000,rate_67600000,rate_67720000,rate_68470000,rate_69020000,rate_69330000,rate_69440000,rate_69670000,rate_71100000,rate_71360000,rate_71630000,rate_71880000,rate_73160000,rate_73770000,rate_73960000,rate_75490000,rate_78400000,rate_80330000,rate_80850000,rate_81690000,rate_81800000,rate_82810000,rate_84240000,rate_84940000,rate_86390000,rate_86450000,rate_88250000,rate_88480000,rate_88600000,rate_88810000,rate_89520000,rate_91130000,rate_91990000,rate_92880000,rate_93090000,rate_96010000,rate_97240000,rate_97730000,rate_99660000,rate_99790000
OldPersian,0.719593,1.420642,0.965180,0.437313,1.583672,0.540053,0.446131,1.663387,1.430612,0.708345,1.209762,0.569119,1.330842,0.616613,0.567371,0.699793,0.348574,1.595870,1.489148,1.926507,1.374710,1.290661,0.663664,0.735975,0.574963,0.799926,0.574243,3.009101,0.600797,0.906382,0.921328,0.966039,0.840209,0.937506,1.450907,1.047182,0.975582,1.773090,1.239294,0.988529,1.468807,0.797160,1.189326,1.004923,0.762383,0.799816,2.184181,1.036717,1.259761,2.817467,0.702773,1.311822,0.821260,0.896070,1.088039,0.983462,0.928543,1.556190,1.866449,1.967988,0.640511,1.870844,0.955493,0.838781,1.350434,0.816392,1.022718,0.902907,1.106378,0.971851,1.008249,1.245340,0.907467,0.469207,0.678342,1.369403,1.365524,1.023106,0.996077,1.413490,0.928180,0.604855,1.489894,1.825824,1.314892,1.413762,0.651184,1.342547,0.494269,1.937939,1.567929,3.352114,1.579867,0.612792,0.749077,1.041076,0.896048,0.810438,0.623117,1.038161
MiddlePersian,0.651293,0.957277,1.278358,0.767594,0.559700,0.651032,0.757325,0.457881,1.146464,0.620215,0.984238,1.169411,1.419433,0.405300,1.257724,0.663778,0.659803,0.736499,0.839400,0.810413,0.836971,0.537056,1.409146,0.801675,0.649849,0.681498,0.527149,1.102741,0.881054,0.455650,0.892436,0.657079,1.766973,0.545686,1.070422,0.372928,0.674135,0.822905,0.754450,0.457836,1.027076,0.882012,2.141453,1.082979,0.723447,0.648773,0.909011,3.202252,1.354053,0.865805,0.518735,0.635749,0.496499,1.395125,0.787133,0.971472,0.503278,1.007077,0.668043,0.839672,0.880133,0.794683,1.300606,0.577543,0.668062,0.780135,0.886337,1.795650,0.989836,1.053191,1.188394,0.792900,0.742593,1.266760,0.864158,0.844345,0.581953,0.920273,0.802601,0.941415,1.647936,0.538988,0.561528,0.881495,1.410325,1.132442,0.852184,0.942650,0.424874,0.551714,0.690286,0.949312,1.235232,0.989464,0.797196,0.468884,0.764287,0.797827,0.798529,0.643623
PersianTehran,0.499363,0.761391,0.431511,0.436673,0.624515,0.628523,0.824074,1.024525,0.838618,0.322382,0.562496,0.506817,0.507829,0.610917,0.474941,0.481337,0.493152,0.514547,0.812152,0.380179,0.792603,0.768799,0.982032,0.383948,0.465796,0.350828,0.593598,0.601185,0.450874,0.882269,0.600829,0.616296,0.334927,0.372610,0.369611,0.617057,0.591283,0.522797,0.316604,0.286719,0.320314,0.319810,0.702693,0.431733,0.363464,0.333024,0.450399,0.357154,0.416264,0.419255,0.813334,0.844597,0.470306,0.484201,0.924367,0.629952,0.434770,0.549692,0.635789,0.431471,0.760891,0.400670,0.378349,0.555485,0.480459,0.535785,0.623430,0.417549,0.469252,0.344059,0.701983,1.117321,0.576696,0.691088,0.636579,0.510230,0.502550,0.379499,0.454023,0.335826,0.461526,0.273268,0.818100,0.686052,0.602864,0.729466,0.886443,0.732700,0.489066,0.499966,0.797616,0.639827,0.709797,0.642598,0.744225,0.582883,0.663233,0.563281,0.544901,0.487522
Bakhtiari,0.738017,1.251974,0.733686,0.763461,0.638929,0.563675,0.991389,1.366636,0.713784,0.361133,0.798764,1.107779,0.996630,0.587530,0.679940,0.737778,0.747218,0.780294,0.812161,0.938889,0.922074,0.512006,1.040788,0.649583,0.620796,0.822475,0.647736,0.985119,0.847232,0.997776,0.623850,0.921955,0.489510,0.442698,0.443868,0.544952,0.726105,0.597750,0.688254,0.539144,1.242719,0.677786,0.541534,0.417050,1.189490,0.772338,0.952933,0.946321,0.576780,0.982647,0.998430,0.724876,0.672449,0.468215,0.911121,0.594445,0.579054,0.754022,0.988873,0.527302,0.679360,0.503293,0.552894,0.802515,0.716502,0.708871,0.770744,0.596177,0.638649,0.504159,1.077700,1.235135,0.938373,0.975147,1.079023,0.703399,0.598958,0.539491,0.868414,0.530586,0.793865,0.656763,0.912778,0.727783,0.948996,0.962131,0.770083,0.576464,0.558358,0.980622,0.808439,1.051052,0.764856,0.857880,1.607141,0.738258,0.795984,0.616260,0.866772,0.977980
Delvari,0.473601,1.000994,1.004393,0.973022,1.031637,0.853024,0.809901,1.769558,0.892750,0.575132,0.670515,0.939809,0.855152,0.518106,0.953185,0.936793,0.918724,0.829009,0.818998,0.872349,0.877375,1.051082,0.935127,0.689197,0.587535,0.738435,0.795892,0.686061,0.488255,0.762974,1.073543,0.651650,0.666899,0.463304,0.888988,0.659444,0.764803,0.616711,0.892759,1.750623,1.906926,0.870364,1.016243,0.908727,1.955144,0.502066,0.853099,0.920067,0.676446,1.347013,0.602335,0.613346,1.381510,0.437448,1.257971,0.719492,0.489868,1.545367,0.854190,0.466040,0.600150,0.552308,0.798970,0.703383,0.447396,0.585960,1.251562,0.900870,1.330190,0.493813,1.082567,1.380102,0.776960,0.729882,1.098754,1.063485,1.442744,0.669640,0.934292,0.750606,0.700377,0.788985,1.631935,0.582009,0.870021,0.856805,0.540440,0.910792,0.713430,1.351969,0.930135,1.184310,0.767903,1.713171,1.569309,1.544902,0.712469,0.848801,1.164910,1.098814
Lari,1.165912,1.747471,1.784185,1.728458,1.913162,0.957651,2.353745,2.100086,1.456323,1.254378,1.629987,1.484663,1.863599,1.650341,1.658878,1.787402,1.752926,1.858112,1.504478,1.475305,2.217281,1.814682,1.322291,1.552834,1.708862,1.016141,1.415572,1.589823,1.402671,2.445790,1.482562,1.065946,1.311066,1.369616,1.354347,1.124555,1.773046,0.994023,1.073091,3.709793,2.529120,1.647184,2.050463,2.093962,2.694659,1.430900,1.937413,1.309471,1.376303,2.509208,1.329250,1.353550,1.514580,0.995073,1.712117,2.059311,1.070671,2.228772,1.885816,1.147306,1.319719,1.075992,1.122488,2.188340,1.376083,1.117934,1.924367,1.638218,2.862574,0.904059,1.859239,2.928867,2.409709,2.071309,2.026699,1.358174,2.231030,1.074222,1.369699,1.870284,1.026738,1.492720,2.809844,1.110133,1.535378,1.512055,1.651199,1.617659,1.676936,2.759427,2.299696,1.694830,1.559849,3.119983,2.232266,2.185612,1.079740,1.562666,1.926608,2.485587
Kumzari,1.479803,3.253643,1.722797,1.717397,1.993062,2.005099,1.739128,2.494421,1.184082,1.247328,1.904964,1.858850,2.916461,2.511143,1.317708,1.352003,1.340118,2.250916,2.019281,2.747355,2.669211,2.723878,3.025087,1.977045,1.864382,1.905951,1.662473,1.595221,1.874893,0.961458,1.714571,1.725849,1.772202,1.732362,1.721730,1.755130,2.385376,1.832078,1.952724,1.995127,2.978084,2.059673,1.730148,2.083466,2.086545,1.261538,1.603392,1.599511,1.220787,2.681954,1.845179,2.044343,2.186537,1.643440,1.613898,1.510428,2.763129,3.474486,1.731527,2.414764,1.713995,1.625371,1.507110,1.585667,2.049768,2.015263,2.074599,1.455094,3.033698,3.035955,2.509397,4.456145,2.320914,2.009247,1.956939,1.760184,1.557437,1.494074,1.968993,1.963991,1.927469,1.766572,1.848085,2.133235,2.309200,2.247288,1.870091,1.985438,1.943676,2.663189,2.803438,1.717018,1.794260,2.372223,2.262180,1.892067,2.189048,1.521380,2.005515,1.960959
Latvian,0.679758,0.978293,1.392701,1.308812,0.451701,0.996721,1.406090,0.859693,2.759858,1.135115,0.543309,1.122787,0.685719,1.549495,1.313565,0.503651,0.475301,2.020460,0.688603,1.131416,0.851090,0.838207,1.507845,1.802012,0.944148,1.688171,2.037970,2.311642,0.805162,0.681381,1.697656,1.780956,0.752575,1.106478,2.366797,2.606734,1.234812,0.801585,1.616862,1.059638,1.144753,1.162881,1.494584,1.098688,1.694069,1.818425,0.701281,1.739971,1.032651,0.929912,2.017188,1.615411,0.941548,0.872790,0.625820,1.581820,0.892977,1.909379,0.827378,1.450256,1.257127,1.474289,1.188718,1.508348,1.771572,1.018134,0.991381,2.207954,0.761901,1.431461,1.045637,0.794763,0.895485,1.513359,0.782188,1.218890,0.988553,2.385845,2.102360,1.378626,1.456279,0.986883,1.378363,1.583120,1.581870,1.758320,0.393693,1.326806,1.285994,1.072371,0.346212,0.780552,1.297939,1.348517,1.858803,1.621319,1.677171,0.529985,0.616659,0.909273
Latgalian,0.416505,0.539634,0.583502,1.200965,0.528791,0.497972,0.891720,0.343569,0.999774,0.483990,1.437246,0.427299,0.458542,0.802442,0.885583,0.600786,0.378218,0.742478,0.421512,0.502704,0.518432,0.523223,0.598193,0.567606,0.506479,0.610972,1.673046,0.444460,0.638937,0.357035,0.472333,0.495509,0.643158,1.397411,1.243628,0.843569,0.776456,0.496782,0.765870,1.083354,1.348651,0.482216,2.134481,0.679415,0.700343,0.746851,0.449949,0.708115,0.458372,0.567791,0.311598,0.551406,0.356469,0.905002,0.666538,0.749119,0.528925,0.426807,0.349705,0.721035,0.614170,0.906408,0.830393,0.702117,0.865113,0.704637,0.327602,0.766720,0.564520,0.680353,0.329545,0.799367,0.649585,0.452784,0.987452,1.011299,1.273926,2.116936,1.167173,0.464695,0.629914,0.791211,0.806336,1.107824,1.406879,0.812173,0.275400,0.871043,0.578799,0.840105,0.450378,0.267162,0.591499,0.862570,0.481328,1.347322,0.534100,0.491486,0.633251,0.780376
Lithuanian,0.646129,0.848267,0.648134,0.632613,0.931695,0.509545,0.934939,0.729150,0.999478,0.604308,0.854300,0.702289,0.378573,0.579073,1.067313,1.056537,1.050795,1.104909,1.617933,0.871746,1.220306,0.550326,1.411205,0.774253,1.434563,0.902512,2.396725,1.062868,0.839434,0.941883,0.896103,1.317086,0.698873,0.949276,0.942092,0.961304,0.640369,0.513111,0.574043,0.933947,0.721646,1.386774,1.026001,0.981052,0.559514,0.781715,1.270426,2.554072,0.507639,1.213977,0.973406,1.270242,1.008594,0.663612,0.642454,0.378025,0.533609,0.999163,0.816210,1.124772,0.867014,1.076990,1.232239,0.620325,0.510836,0.616531,0.975458,1.253965,1.001361,0.920895,0.482663,1.248478,0.689212,1.118041,1.264405,0.998782,0.996476,0.736263,1.109968,0.888996,0.767538,0.787546,1.557294,1.329340,0.892731,1.190248,0.601472,0.956726,0.998803,0.837963,0.980239,0.589159,0.952823,1.109979,1.027965,1.203162,0.851883,1.121102,0.755682,0.585152
OldPrussian,1.016949,0.791135,0.780493,0.743153,0.626059,0.657993,0.780884,1.058986,1.634204,0.606048,0.561564,0.826423,0.489393,1.020551,0.965704,1.104063,1.147194,0.663483,0.542469,0.895429,0.901126,0.773704,1.027775,0.540009,0.661782,0.751159,0.770008,1.241049,0.662922,0.651822,0.788984,0.795511,0.784967,1.029692,1.429380,0.796776,1.114248,0.634363,0.572246,0.568912,0.748090,0.812689,1.427761,0.694752,0.603382,0.818154,1.806987,1.220135,0.712407,0.837065,0.663440,0.662814,0.713548,0.737284,1.011641,0.944506,0.653581,1.023892,0.557335,1.143687,0.528919,0.553643,0.768356,0.861541,0.687585,0.834045,0.848308,0.877520,0.663511,0.696881,0.847715,0.871270,0.525344,1.090933,0.777420,0.792904,1.270549,0.590722,0.906001,0.977117,0.691717,0.718416,0.631876,1.059852,1.004308,1.003340,0.493136,0.788198,0.755624,0.770450,0.751826,0.798688,1.000289,0.585005,0.621483,0.919365,0.790858,0.478001,0.727802,0.990676
OldChurchSlavonic,0.760854,0.734248,0.390489,0.695943,0.742602,0.744624,0.711155,0.805106,0.972570,1.161292,0.662091,0.861375,0.844109,0.494469,0.897626,0.585748,1.096547,0.526549,0.601247,0.763516,1.126614,0.820800,0.294600,0.863253,0.524531,1.301261,0.533839,0.547405,1.159197,1.011886,0.925734,0.979987,0.840913,0.759199,1.516721,0.608271,0.326333,0.919947,0.664390,0.435840,1.172360,1.034355,0.603723,0.434523,1.831256,1.136654,0.240730,0.664071,0.512507,1.276683,1.043991,0.648945,1.173851,0.490012,0.144327,0.594871,0.388727,0.609392,0.706035,0.435219,0.996563,1.410249,0.483959,0.932879,0.882923,0.463367,0.873000,0.564774,1.048759,0.863651,0.464341,0.499329,1.437831,0.652218,0.713097,1.047544,1.746903,0.989214,1.087291,0.948944,1.188953,0.417716,0.772741,0.516324,1.944492,1.095564,0.560940,0.516232,0.638877,0.821390,0.181939,0.696620,0.671822,0.403040,0.327899,0.692322,1.401724,0.547851,0.558212,0.634837
Bulgarian,0.848217,1.290477,0.759338,1.235384,1.069352,0.876048,1.010935,1.245858,1.297079,0.881666,0.688261,0.811016,0.832302,0.722760,0.808583,0.965272,0.650530,0.702114,0.799584,0.872792,0.910149,1.009916,1.316956,0.976699,1.245699,1.137575,1.021384,0.946433,0.899847,0.757760,0.772941,0.726367,0.926898,0.980507,0.647459,1.297254,0.682890,0.339500,0.638178,0.917766,0.908238,1.757545,1.053428,1.538393,0.686943,0.793756,1.310653,0.813129,0.972911,1.664598,1.203664,1.266667,0.799587,1.212768,1.576242,0.725311,1.115347,1.417694,1.462221,2.352309,0.973131,0.660201,0.616868,0.595579,1.070120,0.923751,1.126370,0.947844,1.163879,0.753555,0.900423,0.706741,0.861461,1.250514,1.027762,1.215625,1.328992,1.838040,0.843801,1.020567,0.637995,1.786339,0.939570,1.042274,1.217859,1.160799,1.597940,1.248996,1.903665,1.128422,0.443018,0.877237,0.737441,0.472899,1.147944,1.523622,1.515039,1.517054,0.781506,1.616463
Macedonian,0.517823,0.911441,0.858743,0.813857,0.509295,0.642216,0.549414,0.303821,0.559535,0.555568,0.383867,0.249120,0.328276,0.374604,0.794583,0.470170,0.616509,0.474263,0.419182,0.473176,0.721081,0.686012,0.530791,0.372811,0.656707,0.556804,0.650085,0.447191,0.568871,0.585943,0.557704,0.558655,0.936807,0.583109,0.550941,0.932596,0.639878,0.577578,0.343757,0.354750,0.500441,1.066440,0.566510,0.559573,0.478554,0.387026,0.415891,0.683574,0.518179,0.895021,0.650823,0.857557,0.829320,1.056388,0.577552,0.884273,0.828175,0.851224,0.511752,0.872672,0.462390,0.378968,0.577348,0.304057,0.861015,0.591375,0.894002,0.383171,0.568458,0.513942,0.523242,0.346752,0.654315,0.907456,0.492169,0.726442,0.909883,0.437570,0.364737,0.457308,0.740334,0.934418,0.571068,0.698597,0.454876,0.857373,0.629716,0.440558,0.637880,0.471154,0.324612,0.898519,0.698015,0.362740,0.436607,1.248136,1.332712,0.577865,1.396066,1.264839
MacedonianSuho,1.481162,1.180150,0.789862,1.156125,0.874835,1.577580,1.109436,0.908348,0.690213,1.033223,0.706152,2.224527,0.801878,0.813600,1.178025,2.830245,1.420218,0.443207,0.507676,1.194650,1.244551,1.077271,2.108263,0.940494,0.523786,0.880950,0.998431,1.085379,1.204440,1.107888,4.065974,3.279791,0.760018,0.607726,0.998169,1.222073,0.999565,0.622958,0.811500,0.555800,1.691503,0.855158,1.210364,0.967350,1.485771,1.647160,0.414420,0.964559,1.257854,1.557618,1.762716,1.337529,1.851641,2.074778,1.597761,1.021594,1.574383,0.754629,0.470741,0.694404,1.355863,0.842539,1.495904,1.476331,1.287133,1.714949,0.985738,0.625076,1.513310,0.652183,1.337098,0.812935,0.817594,1.033262,0.954183,1.013487,1.325504,1.433882,2.552645,1.603327,1.848147,0.878380,1.012805,1.813550,0.847694,1.432532,1.238798,2.139171,1.148377,1.061884,1.587292,1.006872,0.799155,0.735715,0.809575,1.969737,1.336221,2.382484,1.556115,0.975737
MacedonianVisoka,1.075058,1.084054,1.012088,0.583042,0.722965,0.687378,0.872373,1.122660,0.840040,1.112230,1.154503,0.909044,0.880943,1.104126,0.783621,1.395539,0.812116,0.459296,0.313398,0.802785,0.891689,0.943532,1.449374,0.410728,0.671930,0.668764,1.083055,0.789921,0.388610,0.718256,1.298806,1.047674,0.782634,0.783588,0.585329,0.400328,0.872232,0.530854,0.190872,0.227694,0.875760,0.592165,0.940170,0.670069,0.775831,1.157507,0.749104,0.407073,0.709072,0.843137,2.200827,1.348397,1.592887,0.458740,1.469777,0.777024,0.954945,1.518642,0.622781,0.500325,0.684192,0.713789,0.607231,2.498263,1.051394,1.150024,0.276375,0.449785,0.733727,0.599461,0.537500,1.079313,0.706779,0.989840,0.851204,0.948011,0.470854,0.678312,0.434451,0.927833,0.891759,0.403666,0.723687,1.903797,0.810433,0.915557,1.928369,0.881595,1.086263,0.735273,0.673395,0.436564,0.955307,0.458285,1.411321,0.745288,0.834035,1.061081,1.465409,0.470236
SerboCroatian,0.525183,0.559995,0.342092,0.289173,0.423081,0.408131,0.435344,0.647995,0.410323,0.280190,0.352301,0.360443,0.278415,0.437035,0.227148,0.436021,0.428746,0.424722,0.377445,0.262170,0.529945,0.286254,0.227540,0.294718,0.589846,0.499148,0.232592,0.126804,0.378351,0.463380,0.222368,0.338403,0.345481,0.412435,0.228609,0.545522,0.280105,0.178916,0.417061,0.342094,0.437872,0.822754,0.422126,0.488541,0.288158,0.302624,0.298384,0.285653,0.341241,0.421113,0.606089,0.554411,0.625746,0.377575,0.552645,0.410386,0.237804,0.296885,0.272058,0.399855,0.350715,0.370985,0.346771,0.208169,0.320986,0.314888,0.532470,0.302501,0.485688,0.247969,0.454772,0.356964,0.421476,0.628859,0.457406,0.459391,0.440729,0.373890,0.429865,0.274278,0.258979,0.542433,0.259904,0.267726,0.441575,0.419372,0.399405,0.494122,0.561261,0.331883,0.223912,0.386408,0.395523,0.283922,0.521610,0.658115,0.701841,0.405759,0.472132,0.399576
SloveneEarlyModern,0.839849,0.521060,0.687495,1.341270,1.219195,0.945237,0.755529,1.304082,1.039776,1.147343,0.373468,0.551653,0.513015,0.847704,0.997590,1.620787,1.257556,2.195383,0.773696,0.423871,0.402981,0.790845,0.761349,0.532685,1.006211,0.617132,1.157705,0.350492,0.641810,0.796815,0.732589,0.509970,1.306590,1.042064,0.728064,0.623242,0.962629,1.097524,0.736690,0.605058,0.567841,0.886243,0.600338,0.485417,0.729647,1.645008,0.440098,1.040956,0.620735,0.699364,0.650343,1.647107,1.191458,0.662356,0.671914,1.282707,1.522338,0.790531,1.223603,1.654773,0.748072,0.633661,0.968696,1.688322,1.122734,1.222750,1.906609,0.591429,0.733599,0.553645,1.417313,1.586948,1.226859,1.231350,1.055123,1.346440,0.793192,0.473995,1.375943,1.875864,0.863536,1.019902,0.814056,0.976860,1.178768,0.740073,1.812270,1.627187,1.087928,1.534177,0.844993,0.877787,0.671030,1.072520,0.675897,0.615814,1.366973,0.634099,1.603864,1.116492
Slovene,0.2718820,0.5408812,0.6694146,0.5318092,1.1538632,0.4228714,0.6712324,0.2799688,0.2990167,0.3508267,0.6287290,0.4691895,0.8254673,0.4584996,1.0344831,0.3577738,0.5777759,0.4053757,0.8664563,0.3818477,0.5081127,0.6362841,0.2115156,0.5254659,0.3906341,0.6965571,0.7659619,0.3080395,0.3532011,0.5976231,1.1261150,0.4849570,0.4736661,0.4703500,0.7554637,0.2907596,0.3636310,0.4576925,0.5828906,0.0974234,0.4122991,0.3426767,0.3370374,0.7264434,0.5117855,0.4832364,0.2242624,0.2139284,0.3122591,0.6220291,0.2317928,0.3569713,0.3609331,0.5269669,0.3915274,1.3870292,0.7309882,0.4395759,0.2802079,0.4728365,0.7831990,0.3172220,0.5468158,0.5696932,0.3533467,0.4102039,0.8619783,0.4292516,0.3917401,0.1771626,0.4178622,1.4070365,0.9093074,0.4225481,0.4576603,0.3206745,0.9817181,0.2996443,0.6411539,0.5496615,0.7635257,0.4361433,0.3868755,0.4816822,0.3968213,1.4991263,0.4480287,0.9678451,0.2794819,0.1481751,0.1844963,0.2969962,0.7419837,0.3783162,0.5397304,1.0133826,0.3954597,0.2607579,0.7855615,0.4821204
SloveneKostel,0.484653,1.184879,0.787129,0.734854,1.074939,0.811819,0.529144,0.860776,0.750561,0.492962,0.850651,0.303118,1.555339,1.092826,1.152840,0.705464,0.460845,0.817727,0.701165,0.632517,0.611087,0.936065,0.573793,0.946447,0.841766,1.295897,1.152913,0.665731,0.549788,1.049693,1.561987,1.535422,0.839062,0.891356,0.605865,0.545735,0.752127,0.692216,0.851588,0.385201,1.257116,0.792631,0.298039,0.627532,0.596914,1.041074,0.569307,0.450340,0.663607,0.646470,0.408407,0.662396,0.474126,0.942991,0.619503,1.728429,1.153249,0.914659,0.693708,0.506976,1.435340,1.018019,0.851434,1.733691,0.881633,0.753535,0.628679,0.911946,0.262460,0.211828,0.588214,1.425324,1.350333,0.749319,0.746263,2.374227,0.924283,0.610414,1.582869,0.736757,0.896038,1.716649,0.494366,0.447039,1.555612,1.561383,0.977181,1.205426,0.796677,0.749990,0.516884,0.809534,1.874521,1.007320,1.025175,0.716934,0.911017,0.443678,0.732813,1.994323
OldPolish,0.517328,0.557062,0.613398,0.391801,1.961423,0.895826,0.595907,0.715891,0.544368,0.942641,0.319685,2.093625,0.841514,0.369194,1.930745,0.320271,0.559362,0.966779,0.618809,2.509587,0.492036,0.560144,0.693441,0.820815,0.901299,0.501413,1.145968,1.009461,0.923355,1.216204,0.814727,0.814727,0.898406,0.704850,0.704850,2.134705,0.750724,0.129502,0.546195,0.814749,0.682143,0.569228,0.440901,0.924497,1.262808,1.583978,0.687531,0.574184,0.948308,1.170532,3.018912,0.742004,0.965938,1.068421,0.721232,0.951313,1.038198,0.886103,1.960342,0.704609,3.805890,2.424995,0.596360,1.277741,1.713154,1.832903,1.775202,1.732227,0.697633,0.894098,0.638024,1.220656,0.943562,0.511824,0.964142,1.448823,1.218518,1.881976,1.122165,0.519890,0.397025,0.587605,0.620110,1.007704,1.266032,0.432008,0.773985,0.276827,0.874898,1.020389,0.786687,1.657469,1.180108,1.244678,1.756033,0.792931,0.723665,2.190153,1.955599,0.683274
Polish,0.836552,0.279102,0.202311,0.146604,0.290547,0.453097,0.438498,0.246454,0.572443,0.413416,0.485069,0.502818,1.343019,0.488057,0.536870,0.632870,0.451318,0.395620,0.572077,0.605213,0.319926,0.229065,0.346163,0.503265,0.486462,0.321001,0.287739,0.357094,0.143657,1.081280,0.521080,0.295253,0.476017,0.523780,0.395469,0.670198,1.766216,0.535214,0.247643,0.213555,0.472672,0.553095,0.313978,0.556672,0.511888,0.416139,0.249974,0.778543,0.422783,0.351780,0.376280,0.645294,0.346910,0.551332,0.425565,0.332540,0.551895,0.575109,0.438227,0.450806,0.565183,0.673300,0.299892,1.009542,0.574133,0.440309,0.424684,0.436870,0.460282,0.537713,0.539799,0.600404,0.560642,0.312066,0.462304,0.697930,0.659426,0.233387,0.334010,0.644209,0.364315,0.659886,0.430296,0.442967,0.246560,0.727099,0.354369,0.444610,0.254873,0.352345,0.450195,0.537885,0.614451,0.516301,0.499361,0.802494,0.624134,0.683125,0.457028,0.327178
Kashubian,1.995082,1.134402,0.769610,0.772694,1.023623,0.862503,0.739383,0.462569,1.220499,0.914012,1.000910,1.633828,2.205452,1.299663,2.111668,1.050867,1.156818,1.386073,1.590573,1.131045,1.109843,0.692599,0.895767,1.614461,1.187546,1.658159,0.944521,1.031847,1.147480,1.493904,1.206345,1.274225,1.386612,0.610141,1.281048,1.215985,2.809746,1.282752,0.659593,0.641988,1.364747,0.854672,1.018971,1.014241,1.805921,0.961730,1.205645,0.958178,0.733396,1.028607,1.010547,0.871001,0.711608,1.954685,1.111814,1.335817,2.440728,1.635835,1.354624,0.833176,1.069534,1.065138,0.970613,1.348868,1.522210,1.557725,0.847484,1.020055,1.388043,1.146251,1.531977,1.580241,2.768935,1.048374,2.439133,1.401391,3.755276,0.622425,1.368944,2.161840,1.656848,1.182179,2.045504,1.719856,1.173143,1.405434,1.721189,1.300342,1.239208,1.227202,0.816210,2.103546,1.761185,1.207908,1.791719,2.189935,2.197850,1.341666,1.130588,1.109832
Polabian,1.466035,2.116315,1.609889,1.583456,2.248813,2.490114,2.454271,1.163797,2.942774,1.699029,1.978680,2.498880,2.284109,2.592481,2.178548,1.067612,1.713565,2.865118,1.673421,1.257661,2.122544,2.045962,1.512835,1.716086,2.704590,1.997525,2.130773,1.323799,2.202777,2.728829,2.296560,2.384792,2.488888,2.038498,2.227009,2.288269,1.260590,1.336661,2.456202,2.296358,1.373809,1.900780,1.378866,1.258334,2.371917,2.179161,1.403440,1.638586,1.292989,2.945599,1.715637,1.436116,2.505077,3.065360,2.713156,2.645655,1.886006,1.330832,2.557986,2.015236,1.615278,1.660458,3.117711,1.538878,1.562249,1.309940,1.581968,1.559347,1.910806,2.357834,1.670116,2.905398,1.934094,2.233049,1.578274,2.955046,1.840803,1.090163,2.307819,2.014809,1.722675,2.614906,2.618683,1.872364,2.704303,1.864897,1.754452,1.925742,2.084168,1.954189,0.991869,1.610236,1.590203,2.199338,1.882955,2.292800,2.505768,1.233878,3.229327,3.967056
Slovak,0.476510,0.440034,0.468738,0.478939,0.608762,1.149316,0.413413,0.627717,0.632831,0.817463,0.731921,1.223714,0.682422,0.520739,0.543231,1.356640,0.763064,0.671939,0.543250,0.457599,0.455863,0.872710,0.439252,0.576814,0.329547,0.948704,1.337462,1.066120,0.684220,0.724273,1.130058,1.118853,0.575270,0.448136,0.760638,0.443015,1.488568,0.543327,0.855727,1.800493,0.565072,0.573101,0.642033,1.036208,0.630131,0.419963,0.390280,0.371813,0.754680,0.617417,0.418345,0.578324,0.704378,0.953817,0.890638,1.148960,0.482955,0.415238,1.160655,0.974755,0.420009,0.637916,0.506461,0.837166,1.839167,1.038389,1.181238,1.068044,0.639123,0.440328,1.702113,1.000496,1.423291,1.300432,0.629006,0.615118,0.281072,0.375886,0.331019,1.353368,0.689963,0.748495,1.182072,0.561545,0.913975,0.407691,0.337852,0.451724,0.930038,0.911259,0.634390,0.468614,0.512216,0.522849,1.104612,0.698570,0.910266,0.503728,0.572476,0.687056
OldCzech,0.919781,0.591217,1.547129,1.196873,0.758821,0.431311,0.625267,0.519363,0.736501,0.371697,0.922205,0.754748,0.541399,0.362311,0.375640,0.791314,0.199552,1.215218,0.580510,0.363441,0.828211,0.584943,0.613665,1.004041,0.744290,0.999779,0.521396,0.415823,0.718269,0.933606,2.002920,1.346434,0.260842,0.523849,0.318006,0.709826,0.400637,0.434787,1.215768,0.225272,0.542930,1.658541,0.674314,0.501273,0.477341,0.281580,1.608726,0.843247,0.459211,0.744392,0.887925,0.645041,0.808056,0.648191,0.955668,0.768796,1.452363,1.114302,0.589558,0.841843,0.921933,0.783882,0.915473,0.497706,0.369195,0.618660,0.688425,0.575210,0.883469,0.649220,0.562352,0.767155,1.287030,1.364495,0.596552,0.566401,0.497995,0.720427,0.752336,1.176192,0.505882,0.880335,2.692630,1.172412,0.608717,0.366867,1.112533,0.993648,0.442788,0.847434,1.379240,0.411687,1.230211,0.923176,0.751628,0.606224,0.429398,0.805034,0.682997,1.067926
