ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Annotation
Yaqui-29_bark-1,921,Yaqui,29_bark,béa,béa,b é/e a,,Miller1984,29_bark-12,false,^b é a$,default,
Yaqui-30_leaf-1,953,Yaqui,30_leaf,sáwa,sáwa,s á/a w a,,Miller1984,30_leaf-3,false,^s á w a$,default,
Yaqui-31_root-1,985,Yaqui,31_root,náwa,náwa,n á/a w a,,Miller1984,31_root-2,false,^n á w a$,default,
Yaqui-32_seed-1,1017,Yaqui,32_seed,bačía,bačía,b a tʃ í/i a,,Miller1984,32_seed-4,false,^b a č ía$,default,
Yaqui-33_blood-1,1049,Yaqui,33_blood,óhbo,óhbo,ó/o h b o,,Miller1984,33_blood-6,false,^óh b o$,default,
Yaqui-34_meat-1,1081,Yaqui,34_meat,tékua,tékua,t é/e k u a,,Miller1984,34_meat-1,false,^t é k ua$,default,JHH: Same compound as in Tubar.
Yaqui-35_skin-1,1113,Yaqui,35_skin,béa,béa,b é/e a,,Miller1984,35_skin-7,false,^b é a$,default,(=#29)
Yaqui-36_bone-1,1145,Yaqui,36_bone,óta,óta,ó/o t a,,Miller1984,36_bone-1,false,^ó t a$,default,
Yaqui-37_greasefat-1,1177,Yaqui,37_greasefat,mánteeka,mánteeka,m á/a n t eː k a,,Hale1964,,true,^m á n t ee k a$,default,Spanish
Yaqui-38_egg-1,1209,Yaqui,38_egg,kába,kába,k á/a b a,,Miller1984,38_egg-3,false,^k á b a$,default,
Yaqui-39_horn-1,1241,Yaqui,39_horn,áawa,áawa,áa/aː w a,,Miller1984,39_horn-1,false,^áa w a$,default,
Yaqui-40_tail-1,1273,Yaqui,40_tail,bwásia,bwásia,b w á/a s i a,,Miller1984,40_tail-1,false,^bw á s ia$,default,
Yaqui-41_feather-1,1305,Yaqui,41_feather,mása,mása,m á/a s a,,Miller1984,41_feather-5,false,^m á s a$,default,
Yaqui-42_hair-1,1337,Yaqui,42_hair,čóni,čóni,tʃ ó/o n i,,Miller1984,42_hair-7,false,^č ó n i$,default,
Yaqui-43_head-1,1369,Yaqui,43_head,kóba,kóba,k ó/o b a,,Miller1984,43_head-5,false,^k ó b a$,default,"JHH: Aztec *kom- ""pot"" (kon in final position) is from *ka-pam > kawam > ko:m.  This may be an intermed stage but probably not."
Yaqui-44_ear-1,1401,Yaqui,44_ear,náka,náka,n á/a k a,,Miller1984,44_ear-1,false,^n á k a$,default,
Yaqui-45_eye-1,1433,Yaqui,45_eye,púusi,púusi,p úu/uː s i,,Miller1984,45_eye-1,false,^p úu s i$,default,
Yaqui-46_nose-1,1465,Yaqui,46_nose,yéka,yéka,y/j é/e k a,,Miller1984,46_nose-2,false,^y é k a$,default,
Yaqui-47_mouth-1,1497,Yaqui,47_mouth,téni,téni,t é/e n i,,Miller1984,47_mouth-4,false,^t é n i$,default,
Yaqui-47_mouth-2,5142,Yaqui,47_mouth,téeni,téeni,t é/e e n i,,Miller1984,47_mouth-4,false,^t é e n i$,default,
Yaqui-48_tooth-1,1528,Yaqui,48_tooth,támi,támi,t á/a m i,,Miller1984,48_tooth-1,false,^t á m i$,default,
Yaqui-49_tongue-1,1560,Yaqui,49_tongue,níni,níni,n í/i n i,,Miller1984,49_tongue-2,false,^n í n i$,default,
Yaqui-50_clawnail-1,1592,Yaqui,50_clawnail,sútu,sútu,s ú/u t u,,Miller1984,50_clawnail-5,false,^s ú t u$,default,
Yaqui-51_foot-1,1624,Yaqui,51_foot,woóki,woóki,w o ó/o k i,,Miller1984,51_foot-6,false,^w o ó k i$,default,
Yaqui-52_knee-1,1656,Yaqui,52_knee,tónom,tónom,t ó/o n o m,,Miller1984,52_knee-1,false,^t ó n o m$,default,
Yaqui-53_hand-1,1688,Yaqui,53_hand,mámam,mámam,m á/a m a m,,Miller1984,53_hand-1,false,^m á m a m$,default,
Yaqui-54_arm-1,1720,Yaqui,54_arm,kónkabám,kónkabám,k ó/o n k a b á/a m,,Miller1984,54_arm-4,false,^k ó n k a b á m$,default,
Yaqui-55_rope-1,3467,Yaqui,55_rope,wíkia,wíkia,w í/i k i a,,Miller1984,55_rope-3,false,^w í k ia$,default,
Yaqui-56_belly-1,1771,Yaqui,56_belly,tóʔona,tóʔona,t ó/o ʔ o n a,,Miller1984,56_belly-4,false,^t ó ʔ o n a$,default,"(cp. tóma ""estómago)"
Yaqui-57_navelbellybutton-1,1803,Yaqui,57_navelbellybutton,síiku,síiku,s í/i i k u,,Miller1984,57_navelbellybutton-2,false,^s íi k u$,default,
Yaqui-58_neck-1,1835,Yaqui,58_neck,kútana,kútana,k ú/u t a n a,,Miller1984,58_neck-1,false,^k ú t a n a$,default,
Yaqui-59_breast-1,1867,Yaqui,59_breast,píppi-m,píppi-m,p í/i pː i + m,,Miller1984,59_breast-1,false,^p í pp i - m$,default,
Yaqui-60_heart-1,1899,Yaqui,60_heart,híapsi,híapsi,h í/i a p s i,,Miller1984,60_heart-3,false,^h ía ps i$,default,
Yaqui-61_liver-1,1931,Yaqui,61_liver,héemam,héemam,h é/e e m a m,,Miller1984,61_liver-2,false,^h é e m a m$,default,
Yaqui-62_drink-1,1963,Yaqui,62_drink,héʔe,héʔe,h é/e ʔ e,,Miller1984,62_drink-2,false,^h é ʔ e$,default,
Yaqui-63_eat-1,1995,Yaqui,63_eat,bwáʔa,bwáʔa,b w á/a ʔ a,,Miller1984,63_eat-2,false,^bw á ʔ a$,default,
Yaqui-64_bite-1,2027,Yaqui,64_bite,kéʔe,kéʔe,k é/e ʔ e,,Miller1984,64_bite-1,false,^k é ʔ e$,default,
Yaqui-65_vomit-1,2059,Yaqui,65_vomit,bísata,bísata,b í/i s a t a,,Miller1984,65_vomit-3,false,^b í s a t a$,default,
Yaqui-66_see-1,2091,Yaqui,66_see,bíča,bíča,b í/i tʃ a,,Miller1984,66_see-4,false,^b í č a$,default,
Yaqui-67_hear-1,2123,Yaqui,67_hear,híkka,híkka,h í/i kː a,,Miller1984,67_hear-3,false,^h í kk a$,default,
Yaqui-68_know-1,2155,Yaqui,68_know,húʔu-nea,húʔu-nea,h ú/u ʔ u + n e a,,Miller1984,68_know-12,false,^h ú ʔ u - n ea$,default,JHH: This is not (4)
Yaqui-69_sleep-1,2187,Yaqui,69_sleep,kóče,kóče,k ó/o tʃ e,,Miller1984,69_sleep-3,false,^k ó č e$,default,
Yaqui-70_die-1,2219,Yaqui,70_die,múuke,múuke,m úu/uː k e,,Miller1984,70_die-2,false,^m úu k e$,default,
Yaqui-70_die-2,5244,Yaqui,70_die,múke,múke,m ú/u k e,,Miller1984,70_die-2,false,^m ú k e$,default,
Yaqui-71_kill-1,2251,Yaqui,71_kill,méʔa,méʔa,m é/e ʔ a,,Miller1984,71_kill-3,false,^m é ʔ a$,default,
Yaqui-72_fly-1,2283,Yaqui,72_fly,néʔe,néʔe,n é/e ʔ e,,Miller1984,72_fly-6,false,^n é ʔ e$,default,
Yaqui-72_fly-2,5255,Yaqui,72_fly,níʔi,níʔi,n í/i ʔ i,,Miller1984,72_fly-6,false,^n í ʔ i$,default,
Yaqui-73_walk-1,2315,Yaqui,73_walk,wéye,wéye,w é/e y/j e,,Miller1984,73_walk-5,false,^w é ye$,default,
Yaqui-73_walk-2,5262,Yaqui,73_walk,wéeye,wéeye,w é/e e y/j e,,Miller1984,73_walk-5,false,^w é eye$,default,
Yaqui-74_come-1,2347,Yaqui,74_come,káate,káate,k á/a a t e,,Miller1984,74_come-15,false,^k áa t e$,default,
Yaqui-75_lie-1,2379,Yaqui,75_lie,bóʔo,bóʔo,b ó/o ʔ o,,Miller1984,75_lie-2,false,^b ó ʔ o$,default,
Yaqui-76_sitsitdown-1,2411,Yaqui,76_sitsitdown,káte,káte,k á/a t e,,Miller1984,76_sitsitdown-1,false,^k á t e$,default,
Yaqui-76_sitsitdown-2,5284,Yaqui,76_sitsitdown,yésa,yésa,y/j é/e s a,,Miller1984,,false,^y és a$,default,
Yaqui-77_standup-1,2443,Yaqui,77_standup,kikte,kikte,k i k t e,,Miller1984,77_standup-2,false,^k i k t e$,default,"=pararse, ponerse"
Yaqui-78_throw-1,2475,Yaqui,78_throw,híma,híma,h í/i m a,,Miller1984,78_throw-5,false,^h í m a$,default,
Yaqui-79_give-1,2507,Yaqui,79_give,máka,máka,m á/a k a,,Miller1984,79_give-3,false,^m á k a$,default,
Yaqui-80_say-1,2539,Yaqui,80_say,híawa,híawa,h í/i a w a,,Miller1984,80_say-6,false,^h ía w a$,default,
Yaqui-80_say-2,5318,Yaqui,80_say,hía,hía,h í/i a,,Miller1984,80_say-6,false,^h ía$,default,
Yaqui-81_sing-1,2571,Yaqui,81_sing,bwíka,bwíka,b w í/i k a,,Miller1984,81_sing-6,false,^bw í k a$,default,
Yaqui-82_sun-1,2603,Yaqui,82_sun,táaʔa,táaʔa,t á/a a ʔ a,,Miller1984,82_sun-5,false,^t áa ʔ a$,default,
Yaqui-83_moon-1,2635,Yaqui,83_moon,méča,méča,m é/e tʃ a,,Miller1984,83_moon-1,false,^m é č a$,default,
Yaqui-84_star-1,2667,Yaqui,84_star,čóki,čóki,tʃ ó/o k i,,Miller1984,84_star-4,false,^č ó k i$,default,
Yaqui-85_sky-1,2699,Yaqui,85_sky,téeka,téeka,t é/e e k a,,Miller1984,85_sky-3,false,^t é e k a$,default,
Yaqui-86_water-1,2731,Yaqui,86_water,báaʔa,báaʔa,b á/a a ʔ a,,Miller1984,86_water-1,false,^b áa ʔ a$,default,
Yaqui-87_wind-1,2763,Yaqui,87_wind,héeka,héeka,h é/e e k a,,Miller1984,87_wind-1,false,^h é e k a$,default,
Yaqui-88_rain-1,2795,Yaqui,88_rain,yúku,yúku,y/j ú/u k u,,Miller1984,88_rain-3,false,^yú k u$,default,
Yaqui-89_snow-1,2827,Yaqui,89_snow,sápa,sápa,s á/a p a,,Miller1984,89_snow-5,false,^s á p a$,default,"(=snow, ice)"
Yaqui-90_stonerock-1,2859,Yaqui,90_stonerock,téta,téta,t é/e t a,,Miller1984,90_stonerock-1,false,^t é t a$,default,
Yaqui-91_sand-1,2891,Yaqui,91_sand,séeʔe,séeʔe,s é/e e ʔ e,,Miller1984,91_sand-1,false,^s é e ʔ e$,default,
Yaqui-92_earth-1,2923,Yaqui,92_earth,bwía,bwía,b w í/i a,,Miller1984,92_earth-4,false,^bw ía$,default,
Yaqui-93_salt-1,2955,Yaqui,93_salt,óna,óna,ó/o n a,,Miller1984,93_salt-1,false,^ó n a$,default,
Yaqui-94_cloud-1,5373,Yaqui,94_cloud,náamu,náamu,n á/a a m u,,Miller1984,94_cloud-6,false,^n áa m u$,default,
Yaqui-94_cloud-2,2987,Yaqui,94_cloud,náamuuk,náamuuk,n á/a a m uː k,,Miller1984,94_cloud-6,false,^n áa m uu k$,default,
Yaqui-95_smoke-1,3019,Yaqui,95_smoke,bwičía,bwičía,b w i tʃ í/i a,,Miller1984,95_smoke-4,false,^bw i č ía$,default,
Yaqui-96_fire-1,3051,Yaqui,96_fire,táhi,táhi,t á/a h i,,Miller1984,96_fire-4,false,^t á h i$,default,(náya =poner lumbre)
Yaqui-97_ash-1,3083,Yaqui,97_ash,náposa,náposa,n á/a p o s a,,Miller1984,97_ash-10,false,^n á p o s a$,default,
Yaqui-98_burn-1,3115,Yaqui,98_burn,béete,béete,b é/e e t e,,Miller1984,98_burn-6,false,^b é e t e$,default,
Yaqui-99_pathroad-1,3147,Yaqui,99_pathroad,bóoʔo,bóoʔo,b ó/o o ʔ o,,Miller1984,99_pathroad-1,false,^b ó o ʔ o$,default,
Yaqui-100_mountain-1,3179,Yaqui,100_mountain,káwi,káwi,k á/a w i,,Miller1984,100_mountain-2,false,^k á w i$,default,
Yaqui-100_mountain-2,5404,Yaqui,100_mountain,kau,kau,k au,,Miller1984,,false,^k au$,default,
Yaqui-101_red-1,3211,Yaqui,101_red,síki-ʔi,síki-ʔi,s í/i k i + ʔ i,,Miller1984,101_red-7,false,^s í k i - ʔ i$,default,
Yaqui-102_green-1,3243,Yaqui,102_green,síali,síali,s í/i a l i,,Miller1984,102_green-6,false,^s ía l i$,default,
Yaqui-103_yellow-1,3275,Yaqui,103_yellow,huusai,huusai,h uː s ai,,Miller1984,103_yellow-2,false,^h uu s ai$,default,
Yaqui-103_yellow-2,5411,Yaqui,103_yellow,sawái,sawái,s a w ái/ai,,Miller1984,103_yellow-2,false,^s a w ái$,default,-> huusái?
Yaqui-104_white-1,3307,Yaqui,104_white,tósaʔi,tósaʔi,t ó/o s a ʔ i,,Miller1984,104_white-1,false,^t ós a ʔ i$,default,
Yaqui-105_black-1,3339,Yaqui,105_black,čukuí,čukuí,tʃ u k uí/ui,,Miller1984,105_black-1,false,^č u k uí$,default,
Yaqui-105_black-2,5418,Yaqui,105_black,čúkuli,čúkuli,tʃ ú/u k u l i,,Miller1984,105_black-1,false,^č ú k u l i$,default,
Yaqui-106_night-1,3371,Yaqui,106_night,tukária,tukária,t u k á/a r i a,,Miller1984,106_night-1,false,^t u k á r ia$,default,
Yaqui-107_name-1,3403,Yaqui,107_name,téa,téa,t é/e a,,Miller1984,107_name-2,false,^t é a$,default,
Yaqui-108_year-1,3435,Yaqui,108_year,wasúktia,wasúktia,w a s ú/u k t i a,,Miller1984,108_year-5,false,^w a s ú k t ia$,default,
Yaqui-108_year-2,5428,Yaqui,108_year,wásuktia,wásuktia,w á/a s u k t i a,,Miller1984,108_year-5,false,^w á s u k t ia$,default,
Yaqui-109_three-1,3715,Yaqui,109_three,báhi,báhi,b á/a h i,,Miller1984,109_three-1,false,^b á h i$,default,
Yaqui-110_four-1,3750,Yaqui,110_four,náiki,náiki,n ái/ai k i,,Miller1984,110_four-8,false,^n ái k i$,default,
Yaqui-111_five-1,3784,Yaqui,111_five,mámni,mámni,m á/a m n i,,Miller1984,111_five-5,false,^m á m n i$,default,
Yaqui-112_six-1,3818,Yaqui,112_six,vusani,vusani,v u s a n i,,Miller1984,112_six-5,false,^v u s a n i$,default,
Yaqui-112_six-2,5469,Yaqui,112_six,búsani,búsani,b ú/u s a n i,,Miller1984,112_six-5,false,^b ú s a n i$,default,
Yaqui-113_i-1,5478,Yaqui,113_i,ne,ne,n e,,Miller1984,113_i-1,false,^n e$,default,JHH: I don't know what these increments are so will code as innovation
Yaqui-113_i-2,4090,Yaqui,113_i,inepo,inepo,i n e p o,,Miller1984,113_i-2,false,^i n e p o$,default,JHH: I don't know what these increments are so will code as innovation
Yaqui-114_yousing-1,4125,Yaqui,114_yousing,empo,empo,e m p o,,Miller1984,114_yousing-6,false,^e m p o$,default,
Yaqui-115_we-1,4160,Yaqui,115_we,itepo,itepo,i t e p o,,Miller1984,115_we-7,false,^i t e p o$,default,
Yaqui-116_what-1,4195,Yaqui,116_what,hitɑ,hitɑ,h i t ɑ,,Miller1984,116_what-4,false,^h i t ɑ$,default,
Yaqui-117_who-1,4230,Yaqui,117_who,hɑβe,hɑβe,h ɑ β e,,Miller1984,117_who-4,false,^h ɑ β e$,default,
Yaqui-118_this-1,4265,Yaqui,118_this,i,i,i,,Miller1984,118_this-1,false,^i$,default,
Yaqui-119_that-1,5572,Yaqui,119_that,u,u,u,,Miller1984,119_that-15,false,^u$,default,
Yaqui-119_that-2,5573,Yaqui,119_that,wɑ,wɑ,w ɑ,,Miller1984,119_that-14,false,^w ɑ$,default,
Yaqui-119_that-3,5574,Yaqui,119_that,wɑi,wɑi,w ɑi,,Miller1984,119_that-14,false,^w ɑi$,default,
Yaqui-119_that-4,4300,Yaqui,119_that,hu,hu,h u,,Miller1984,119_that-15,false,^h u$,default,
Yaqui-120_all-1,4335,Yaqui,120_all,tˢikti,tˢikti,tˢ/ts i k t i,,Miller1984,120_all-13,false,^tˢ i k t i$,default,
Yaqui-121_swim-1,4370,Yaqui,121_swim,βɑhume,βɑhume,β ɑ h u m e,,Miller1984,121_swim-12,false,^β ɑ h u m e$,default,
Cora-1_nonot-1,27,Cora,1_nonot,ka,ka,k a,,Miller1984,1_nonot-1,false,^k a$,default,(main clause)
Cora-1_nonot-2,5006,Cora,1_nonot,kái,kái,k ái/ai,,Miller1984,1_nonot-1,false,^k ái$,default,(sub. clause)
Cora-2_many-1,59,Cora,2_many,mwiʔi,mwiʔi,m w i ʔ i,,Miller1984,2_many-7,false,^mw i ʔ i$,default,
Cora-3_one-1,91,Cora,3_one,séi,séi,s é/e i,,Miller1984,3_one-1,false,^s é i$,default,
Cora-4_two-1,123,Cora,4_two,wáʔapwa,wáʔapwa,w á/a ʔ a p w a,,Miller1984,4_two-4,false,^w á ʔ a pw a$,default,JHH: Very wonky vocalism. Does not deserve to be in the set.
Cora-5_big-1,155,Cora,5_big,véʔe,véʔe,v é/e ʔ e,,Miller1984,5_big-5,false,^v é ʔ e$,default,
Cora-6_old-1,5031,Cora,6_old,váuhsi,váuhsi,v áu/ai h s i,,Miller1984,,false,^v áu hs i$,default,(pl)
Cora-6_old-2,187,Cora,6_old,vástaʔa,vástaʔa,v á/a s t a ʔ a,,Miller1984,6_old-17,false,^v á s t a ʔ a$,default,(sg)
Cora-7_small-1,219,Cora,7_small,kí̵len,kí̵len,k í̵/ɨ l e n,,Miller1984,7_small-4,false,^k í̵ l e n$,default,
Cora-8_short-1,251,Cora,8_short,capwátun,capwátun,ts a p w á/a t u n,,Miller1984,8_short-5,false,^c a pw á t u n$,default,JHH: This is good with Hopi form
Cora-9_long-1,283,Cora,9_long,tyee,tyee,t y/j eː,,Miller1984,9_long-5,false,^t yee$,default,
Cora-10_new-1,315,Cora,10_new,áhkwa,áhkwa,á/a ʰk w a,,Miller1984,10_new-4,false,^á hk w a$,default,
Cora-11_good-1,347,Cora,11_good,réʔen,réʔen,r é/e ʔ e n,,Miller1984,11_good-17,false,^r é ʔ e n$,default,=useful
Cora-11_good-2,5048,Cora,11_good,šáʔapɨʔɨn,šáʔapɨʔɨn,ʃ á/a ʔ a p ɨ ʔ ɨ n,,Miller1984,,false,^š á ʔ a p ɨ ʔ ɨ n$,default,"=good, well-done"
Cora-12_round-1,379,Cora,12_round,húʔura,húʔura,h ú/u ʔ u r a,,Miller1984,12_round-3,false,^h ú ʔ u r a$,default,JHH: See note on Opata
Cora-13_heavy-1,411,Cora,13_heavy,tyí-hetye,tyí-hetye,t y í/i + h e tʲ e,,Miller1984,13_heavy-2,false,^t y í - h e ty e$,default,
Cora-14_dry-1,443,Cora,14_dry,wáči,wáči,w á/a tʃ i,,Miller1984,14_dry-2,false,^w á č i$,default,
Cora-15_sharpblade-1,475,Cora,15_sharpblade,an-tá-mɨɨ-mɨ,an-tá-mɨɨ-mɨ,a n + t á/a + m ɨː + m ɨ,,Miller1984,15_sharpblade-14,false,^a n - t á - m ɨɨ - m ɨ$,default,"JHH: Why not an-tamɨɨ and then you get the ""tooth"" word???"
Cora-16_dirty-1,507,Cora,16_dirty,čuáamwa,čuáamwa,tʃ u áa/aː m w a,,Miller1984,16_dirty-17,false,^č uáa mw a$,default,
Cora-17_full-1,539,Cora,17_full,a-vá-ʔɨsti,a-vá-ʔɨsti,a + v á/a + ʔ ɨ s t i,,Miller1984,17_full-18,false,^a - v á - ʔ ɨ s t i$,default,
Cora-18_cold-1,571,Cora,18_cold,kɨmwáhra-raʔa,kɨmwáhra-raʔa,k ɨ m w á/a h r a + r a ʔ a,,Miller1984,18_cold-6,false,^k ɨ mw á h r a - r a ʔ a$,default,
Cora-19_hot-1,5083,Cora,19_hot,pɨstí,pɨstí,p ɨ s t í/i,,Miller1984,19_hot-9,false,^p ɨ s t í$,default,mass noun
Cora-19_hot-2,603,Cora,19_hot,pɨhčí̵raʔa,pɨhčí̵raʔa,p ɨ h tʃ í̵/ɨ r a ʔ a,,Miller1984,19_hot-9,false,^p ɨ h č í̵ r a ʔ a$,default,sing
Cora-20_woman-1,635,Cora,20_woman,hɨitaʔa,hɨitaʔa,h ɨi t a ʔ a,,Miller1984,20_woman-5,false,^h ɨi t a ʔ a$,default,
Cora-21_man-1,667,Cora,21_man,tyáataʔa,tyáataʔa,t y/j áa/aː t a ʔ a,,Miller1984,21_man-11,false,^t yáa t a ʔ a$,default,
Cora-22_person-1,699,Cora,22_person,tyévi,tyévi,t y é/e v i,,Miller1984,22_person-7,false,^t y é v i$,default,
Cora-23_fish-1,731,Cora,23_fish,wéʔi,wéʔi,w é/e ʔ i,,Miller1984,23_fish-8,false,^w é ʔ i$,default,
Cora-24_bird-1,763,Cora,24_bird,pínaʔa,pínaʔa,p í/i n a ʔ a,,Miller1984,24_bird-15,false,^p í n a ʔ a$,default,
Cora-25_dog-1,795,Cora,25_dog,cí̵ʔɨ,cí̵ʔɨ,ts í̵/ɨ ʔ ɨ,,Miller1984,25_dog-7,false,^c í̵ ʔ ɨ$,default,
Cora-26_louse-1,827,Cora,26_louse,atyé,atyé,a tʲ é/e,,Miller1984,26_louse-2,false,^a ty é$,default,
Cora-27_snake-1,859,Cora,27_snake,kúʔukuʔu,kúʔukuʔu,k ú/u ʔ u k u ʔ u,,Miller1984,27_snake-5,false,^k ú ʔ u k u ʔ u$,default,JHH: but really looks like Pima-Papago ko7oi
Cora-28_tree-1,891,Cora,28_tree,kɨyé,kɨyé,k ɨ y/j é/e,,Miller1984,28_tree-4,false,^k ɨy é$,default,
Cora-29_bark-1,922,Cora,29_bark,kúcapeʔe,kúcapeʔe,k ú/u ts a p e ʔ e,,Miller1984,29_bark-3,false,^k ú c a p e ʔ e$,default,
Cora-30_leaf-1,954,Cora,30_leaf,šanwéi,šanwéi,ʃ a n w é/e i,,Miller1984,30_leaf-3,false,^š a nw é i$,default,
Cora-31_root-1,986,Cora,31_root,náanaʔa,náanaʔa,n á/a a n a ʔ a,,Miller1984,31_root-2,false,^n áa n a ʔ a$,default,
Cora-32_seed-1,1018,Cora,32_seed,ací,ací,a ts í/i,,Miller1984,32_seed-4,false,^a c í$,default,
Cora-33_blood-1,1050,Cora,33_blood,šúureʔe,šúureʔe,ʃ úu/uː r e ʔ e,,Miller1984,33_blood-7,false,^š úu r e ʔ e$,default,
Cora-34_meat-1,1082,Cora,34_meat,wéʔiraʔa,wéʔiraʔa,w é/e ʔ i r a ʔ a,,Miller1984,34_meat-2,false,^w é ʔ i r a ʔ a$,default,
Cora-35_skin-1,1114,Cora,35_skin,naví,naví,n a v í/i,,Miller1984,35_skin-6,false,^n a v í$,default,
Cora-36_bone-1,1146,Cora,36_bone,karí,karí,k a r í/i,,Miller1984,36_bone-5,false,^k a r í$,default,
Cora-37_greasefat-1,1178,Cora,37_greasefat,aséiiti,aséiiti,a s é/e iː t i,,Miller1984,,true,^a s é ii t i$,default,Spanish (from aceite)
Cora-38_egg-1,1210,Cora,38_egg,táʔu,táʔu,t á/a ʔ u,,Miller1984,38_egg-4,false,^t á ʔ u$,default,
Cora-39_horn-1,1242,Cora,39_horn,awáh,awáh,a w á/a h,,Miller1984,39_horn-1,false,^a w á h$,default,
Cora-40_tail-1,1274,Cora,40_tail,kwasá,kwasá,kʷ a s á/a,,Miller1984,40_tail-1,false,^kw a s á$,default,
Cora-41_feather-1,1306,Cora,41_feather,aná,aná,a n á/a,,Miller1984,41_feather-4,false,^a n á$,default,
Cora-42_hair-1,1338,Cora,42_hair,kɨpwá,kɨpwá,k ɨ p w á/a,,Miller1984,42_hair-2,false,^k ɨ pw á$,default,
Cora-43_head-1,1370,Cora,43_head,múʔu,múʔu,m ú/u ʔ u,,Miller1984,43_head-6,false,^m ú ʔ u$,default,
Cora-44_ear-1,1402,Cora,44_ear,našái,našái,n a ʃ ái/ai,,Miller1984,44_ear-1,false,^n a š ái$,default,
Cora-45_eye-1,1434,Cora,45_eye,hí̵ʔɨ,hí̵ʔɨ,h í̵/ɨ ʔ ɨ,,Miller1984,45_eye-1,false,^h í̵ ʔ ɨ$,default,(sg)
Cora-45_eye-2,5141,Cora,45_eye,hí̵ʔɨsi,hí̵ʔɨsi,h í̵/ɨ ʔ ɨ s i,,Miller1984,45_eye-1,false,^h í̵ ʔ ɨ s i$,default,(pl)
Cora-46_nose-1,1466,Cora,46_nose,cúʔuri,cúʔuri,ts ú/u ʔ u r i,,Miller1984,46_nose-3,false,^c ú ʔ u r i$,default,
Cora-47_mouth-1,1498,Cora,47_mouth,tyényi,tyényi,t y é/e nʲ i,,Miller1984,47_mouth-4,false,^t y é ny i$,default,
Cora-48_tooth-1,1529,Cora,48_tooth,tamé,tamé,t a m é/e,,Miller1984,48_tooth-1,false,^t a m é$,default,
Cora-49_tongue-1,1561,Cora,49_tongue,nyanúri,nyanúri,n y/j a n ú/u r i,,Miller1984,49_tongue-2,false,^n ya n ú r i$,default,
Cora-50_clawnail-1,1593,Cora,50_clawnail,sɨtyé,sɨtyé,s ɨ tʲ é/e,,Miller1984,50_clawnail-5,false,^s ɨ ty é$,default,=finger
Cora-51_foot-1,1625,Cora,51_foot,í̵ɨka,í̵ɨka,í̵ɨ/ɨː k a,,Miller1984,51_foot-7,false,^í̵ɨ k a$,default,
Cora-52_knee-1,1657,Cora,52_knee,tunú,tunú,t u n ú/u,,Miller1984,52_knee-1,false,^t u n ú$,default,
Cora-53_hand-1,1689,Cora,53_hand,mwáhkaʔa,mwáhkaʔa,m w á/a ʰk a ʔ a,,Miller1984,53_hand-1,false,^mw á hk a ʔ a$,default,
Cora-54_arm-1,1721,Cora,54_arm,mwáhkaʔa,mwáhkaʔa,m w á/a ʰk a ʔ a,,Miller1984,54_arm-2,false,^mw á hk a ʔ a$,default,(=#53)
Cora-55_rope-1,3468,Cora,55_rope,káuhna-ri,káuhna-ri,k áu/ai h n a + r i,,Miller1984,55_rope-6,false,^k áu h n a - r i$,default,
Cora-56_belly-1,1772,Cora,56_belly,šayé,šayé,ʃ ay/ai é/e,,Miller1984,56_belly-3,false,^š ay é$,default,"=gut, barriga"
Cora-56_belly-2,5162,Cora,56_belly,huká,huká,h u k á/a,,Miller1984,56_belly-9,false,^h u k á$,default,"""stomach"""
Cora-57_navelbellybutton-1,1804,Cora,57_navelbellybutton,síipuʔce-ci,síipuʔce-ci,s í/i i p u ˀtʃ e + ts i,,Miller1984,57_navelbellybutton-1,false,^s íi p u ʔc e - c i$,default,JHH: I agree that this goes with Mono
Cora-58_neck-1,1836,Cora,58_neck,kɨhpí,kɨhpí,k ɨ h p í/i,,Miller1984,58_neck-8,false,^k ɨ h p í$,default,
Cora-59_breast-1,1868,Cora,59_breast,ciʔimé,ciʔimé,ts i ʔ i m é/e,,Miller1984,59_breast-2,false,^c i ʔ i m é$,default,=nipple
Cora-60_heart-1,1900,Cora,60_heart,šáihnyuʔuka-ri,šáihnyuʔuka-ri,ʃ ái/ai h nʲ u ʔ u k a + r i,,Miller1984,60_heart-8,false,^š ái h ny u ʔ u k a - r i$,default,"JHH Also has the (h)ih- ""breathe"" word in there"
Cora-61_liver-1,1932,Cora,61_liver,nyáamwa,nyáamwa,n y/j áa/aː m w a,,Miller1984,61_liver-1,false,^n yáa mw a$,default,
Cora-62_drink-1,1964,Cora,62_drink,yéʔe,yéʔe,y/j é/e ʔ e,,Miller1984,62_drink-2,false,^y é ʔ e$,default,imperf
Cora-62_drink-2,5184,Cora,62_drink,ʔi,ʔi,ʔ i,,Miller1984,62_drink-2,false,^ʔ i$,default,perf
Cora-63_eat-1,1996,Cora,63_eat,kwaʔa,kwaʔa,kʷ a ʔ a,,Miller1984,63_eat-2,false,^kw a ʔ a$,default,
Cora-64_bite-1,2028,Cora,64_bite,čeʔe,čeʔe,tʃ e ʔ e,,Miller1984,64_bite-1,false,^č e ʔ e$,default,
Cora-65_vomit-1,2060,Cora,65_vomit,háraʔa-ri,háraʔa-ri,h á/a r a ʔ a + r i,,Miller1984,65_vomit-10,false,^h á r a ʔ a - r i$,default,(noun)
