"glcode","total_pages","iso","macroarea","family_name","latitude","longitude","GB020"
"bunu1267",4041,"bnn","Papunesia","Austronesian",23.4116,121.025,"1"
"buol1237",506,"blf",NA,"Austronesian",0.97727,121.519,"0"
"bura1267",3835,"bvr","Australia","Maningrida",-12.3061,134.365,"0"
"bura1271",127,"bys","Africa",NA,NA,NA,NA
"bura1292",1470,"bwr","Africa","Afro-Asiatic",10.4822,12.3007,"?"
"burd1238",4317,"bxn",NA,NA,NA,NA,NA
"bure1242",258,"bvh","Africa","Afro-Asiatic",10.4603,10.4554,"1"
"burj1242",3088,"bji","Africa","Afro-Asiatic",4.44624,38.4646,"1"
"burm1262",492,"pyx","Eurasia",NA,NA,NA,NA
"burm1263",12,"vrt","Papunesia",NA,NA,NA,NA
"burm1264",69,"bzu","Papunesia",NA,-2.47582,138.203,"0"
"buru1296",9729,"bsk",NA,NA,36.2161,74.8236,"0"
"buru1299",300,"bqw",NA,NA,NA,NA,NA
"buru1301",487,"bdi","Africa",NA,NA,NA,NA
"buru1303",1984,"mhs","Papunesia","Austronesian",-3.43957,126.632,"0"
"buru1304",10,"bqr","Papunesia",NA,NA,NA,NA
"buru1306",2553,"bmu","Papunesia",NA,NA,NA,NA
"buru1308",34,"asi","Papunesia",NA,NA,NA,NA
"buru1320",859,"bds","Africa","Afro-Asiatic",-5.21369,35.963,"0"
"busa1253",4617,"bqp","Africa","Mande",9.91074,4.39929,"1"
"busa1255",343,"bfg","Papunesia",NA,NA,NA,NA
"bush1247",3223,"buf","Africa","Atlantic-Congo",-4.69463,21.4556,"0"
"bush1250",1654,"buc","Africa",NA,NA,NA,NA
"buso1238",430,"bup","Papunesia",NA,NA,NA,NA
"buss1239",487,"dox","Africa",NA,NA,NA,NA
"butb1235",995,"kyb","Papunesia",NA,NA,NA,NA
"butu1244",346,"btw","Papunesia",NA,NA,NA,NA
"buuu1244",20,"jid","Africa",NA,NA,NA,NA
"buwa1243",919,"bhs","Africa","Afro-Asiatic",10.6151,13.8838,"1"
"buyu1238",24,"jiy","Eurasia",NA,NA,NA,NA
"buyu1239",139,"byi","Africa",NA,NA,NA,NA
"bwaa1238",2437,NA,"Africa",NA,NA,NA,NA
"bwai1242",991,"bwd","Papunesia","Austronesian",-9.51158,150.297,"1"
"bwan1241",1624,"tte","Papunesia",NA,NA,NA,NA
"bwat1240",501,"bwa","Papunesia","Austronesian",-21.3777,165.076,"1"
"bwek1238",1043,"bwe","Eurasia",NA,NA,NA,NA
"bwel1238",175,"bwl","Africa",NA,NA,NA,NA
"bwis1242",181,"bwz","Africa",NA,NA,NA,NA
"byan1241",1126,"bee","Eurasia","Sino-Tibetan",29.92002,80.63653,"0"
"byep1241",24,"mkk","Africa",NA,NA,NA,NA
"caac1237",2606,"msq",NA,"Austronesian",-20.4114,164.578,"1"
"cabe1245",1628,"cjp","North America","Chibchan",9.67031,-83.4102,"0"
"cabi1241",391,"cbb","South America",NA,NA,NA,NA
"caca1247",314,"ccr","North America",NA,NA,NA,NA
"caca1250",201,"miu","North America",NA,NA,NA,NA
"cacg1235",212,"roc",NA,NA,NA,NA,NA
"cacu1241",2654,"cbv","South America","Kakua-Nukak",0.88778,-69.5659,"0"
"cadd1256",2173,"cad","North America, South America",NA,NA,NA,NA
"cafu1238",419,"ccd","South America",NA,NA,NA,NA
"cahu1264",6648,"chl","North America","Uto-Aztecan",33.5324,-116.691,"0"
"cahu1268",334,"cah","South America",NA,NA,NA,NA
"caja1238",2892,"qvc","South America",NA,NA,NA,NA
"caja1239",26,"qvl","South America",NA,NA,NA,NA
"cajo1238",909,"zad","North America",NA,NA,NA,NA
"caju1236",3183,"frc","North America",NA,NA,NA,NA
"cakc1235",357,"ckz","North America",NA,NA,NA,NA
"cakf1236",361,"cky","Africa","Afro-Asiatic",9.00924,9.16071,"0"
"cala1258",1989,NA,"Papunesia",NA,NA,NA,NA
"cald1236",1444,"qud","South America","Quechuan",-0.36205,-78.2587,"0"
"call1235",711,"caw","South America",NA,NA,NA,NA
"calo1236",2151,"rmq","Eurasia",NA,NA,NA,NA
"calu1238",331,"clu","Papunesia",NA,NA,NA,NA
"calu1239",41,NA,"North America",NA,NA,NA,NA
"cama1250",534,"abd","Papunesia",NA,NA,NA,NA
"camb1244",36,"csx","Eurasia",NA,NA,NA,NA
"came1252",1254,"mcu","Africa",NA,NA,NA,NA
"came1254",4297,"wes","Africa",NA,NA,NA,NA
"caml1239",1482,"rab","Eurasia","Sino-Tibetan",27.3371,86.7612,"0"
"camp1261",5804,"sro",NA,"Indo-European",39.0566,9.03935,"1"
"camp1262",156,"cml","Papunesia",NA,NA,NA,NA
"cams1241",3357,"kbh","South America",NA,1.14537,-76.8931,"?"
"camt1236",534,"cmt","Africa",NA,NA,NA,NA
"camu1235",75,"xcc","Eurasia",NA,NA,NA,NA
"cana1262",1184,"qxr","South America",NA,NA,NA,NA
"cand1248",3894,"cbu","South America",NA,NA,NA,NA
"cane1242",5341,"ram","South America","Nuclear-Macro-Je",-6.10712,-45.1299,"0"
"cani1243",411,"caz","South America",NA,-14.3058,-64.944455,"?"
"caol1238",1133,"mlc",NA,NA,NA,NA,NA
"caom1238",1355,"cov","Eurasia","Tai-Kadai",26.2236,109.547,"0"
"capa1241",3053,"kaq","South America","Pano-Tacanan",-6.63254,-74.3813,"0"
"capi1239",40,"cps","Papunesia",NA,NA,NA,NA
"capp1239",2211,"cpg","Eurasia",NA,NA,NA,NA
"caqu1242",1419,"cot","South America",NA,NA,NA,NA
"cara1245",769,"cby","South America",NA,NA,NA,NA
"cara1270",625,NA,"Africa",NA,NA,NA,NA
"cara1271",463,"crf","South America",NA,NA,NA,NA
"cara1272",1073,"cbc","South America",NA,NA,NA,NA
"cari1274",1864,"xcr","Eurasia",NA,NA,NA,NA
"cari1275",4824,"hns","South America",NA,NA,NA,NA
"cari1276",17705,"jvn",NA,"Austronesian",5.62695,-54.6305,"1"
"cari1277",921,NA,"North America",NA,NA,NA,NA
"cari1279",2095,"cbd","South America",NA,NA,NA,NA
"cari1283",319,NA,"South America",NA,NA,NA,NA
"carn1240",1754,"caq","Eurasia","Austroasiatic",9.18853,92.7671,"1"
"caro1242",2510,"cal","Papunesia","Austronesian",15.205,145.765,"0"
"caro1243",104,"crr","North America",NA,NA,NA,NA
"carp1235",4547,"rmc","Eurasia",NA,NA,NA,NA
"carr1249",3114,"crx","North America",NA,NA,NA,NA
"cash1251",10549,"cbr","South America",NA,NA,NA,NA
"cash1254",8786,"cbs","South America",NA,NA,NA,NA
"casi1235",7083,"dgc","Papunesia","Austronesian",16.2176,121.878,"1"
"casu1237",302,"asc","Papunesia",NA,NA,NA,NA
"cata1241",968,"csc","Eurasia",NA,NA,NA,NA
"cata1286",1027,"chc","North America","Siouan",34.9685,-80.8857,"1"
"cauc1241",784,"cca","South America",NA,NA,NA,NA
"cavi1250",4322,"cav","South America","Pano-Tacanan",-13.3544,-66.6277,"0"
"cayu1241",79,"xcy","North America",NA,NA,NA,NA
"cayu1261",4510,"cay","North America",NA,NA,NA,NA
"cayu1262",869,"cyb","South America",NA,-13.2482,-65.4822,"1"
"ceba1235",6081,"sef","Africa",NA,NA,NA,NA
"cebu1242",9163,"ceb","Papunesia","Austronesian",8.38799,124.367,"1"
"celt1247",666,"xce","Eurasia",NA,NA,NA,NA
"cemu1238",2314,"cam","Papunesia","Austronesian",-20.8489,165.13,"1"
"cenn1238",29,"cen",NA,NA,NA,NA,NA
"cent1394",125,"hmm","Eurasia",NA,NA,NA,NA
"cent1972",15538,"ckb","Eurasia","Indo-European",35.6539,45.8077,"1"
"cent1973",505,"pst","Eurasia",NA,NA,NA,NA
"cent1989",25558,"khm","Eurasia","Austroasiatic",12.0515,105.015,"0"
"cent1990",1858,"ncb","Eurasia","Austroasiatic",7.94812,93.3921,"1"
"cent1992",11321,"cmo","Eurasia","Austroasiatic",12.6313,107.301,"0"
"cent2004",1958,"bca","Eurasia","Sino-Tibetan",26.1666,99.7052,"0"
"cent2009",727,"zch","Eurasia",NA,NA,NA,NA
"cent2018",1223,"fuq","Africa",NA,NA,NA,NA
"cent2045",182,NA,"Africa",NA,NA,NA,NA
"cent2050",4531,"knc","Africa","Saharan",11.8,13.13,"0"
"cent2053",3313,"pse","Papunesia",NA,NA,NA,NA
"cent2058",33,"mwo","Papunesia","Austronesian",-15.0784,168.135,"1"
"cent2084",1357,"agt","Papunesia","Austronesian",17.9571,121.857,"0"
"cent2087",3517,"bcl","Papunesia","Austronesian",13.7574,123.403,"0"
"cent2089",2152,"syb","Papunesia",NA,NA,NA,NA
"cent2090",482,"tgt",NA,"Austronesian",10.6519,119.338,"0"
"cent2091",271,"plc","Papunesia","Austronesian",8.77013,117.838,"?"
"cent2092",2521,"sml","Papunesia",NA,NA,NA,NA
"cent2098",29,"zbc","Papunesia",NA,NA,NA,NA
"cent2100",1695,"dtp","Papunesia","Austronesian",6.02998,116.681,"1"
"cent2101",1685,"mel","Papunesia",NA,NA,NA,NA
"cent2117",2787,"cns","Papunesia",NA,NA,NA,NA
"cent2118",28,"awu","Papunesia",NA,NA,NA,NA
"cent2126",5317,"ryu","Eurasia","Japonic",26.14854,127.7816,"?"
"cent2127",8770,"esu","North America","Eskimo-Aleut",60.3062,-161.486,"0"
"cent2128",7376,"ess","Eurasia",NA,NA,NA,NA
"cent2131",7372,"tar","North America","Uto-Aztecan",27.5648,-107.154,"1"
"cent2132",4078,"nhn","North America",NA,NA,NA,NA
"cent2134",469,"nch","North America",NA,NA,NA,NA
"cent2136",373,"ojc","North America",NA,NA,NA,NA
"cent2138",335,"poo","North America",NA,NA,NA,NA
"cent2140",143,"csm","North America","Miwok-Costanoan",38.0812,-120.257,"0"
"cent2142",10593,"ayr","South America","Aymaran",-17,-68.5,"1"
"cent2144",3429,"maz","North America",NA,NA,NA,NA
"cent2145",338,"pbs","North America",NA,NA,NA,NA
"cent2150",3796,NA,"South America","Chibchan",6.8867,-72.097,"0"
"cent2194",8410,"tzm","Africa",NA,NA,NA,NA
"cent2225",206,NA,"Africa",NA,NA,NA,NA
"cent2292",5514,"lbk","Papunesia","Austronesian",17.08,120.92,"1"
"cerm1238",965,"cme","Africa",NA,NA,NA,NA
"chac1249",2641,"cbi","South America","Barbacoan",0.71489,-79.0508,"0"
"chac1250",1151,"quk","South America",NA,NA,NA,NA
"chac1251",2968,"cao","South America","Pano-Tacanan",-12.133,-66.7164,"?"
"chad1240",377,"cdy","Eurasia",NA,NA,NA,NA
"chad1249",22053,"shu","Africa","Afro-Asiatic",14.67,13.5,"1"
"chad1250",14,NA,"Africa",NA,NA,NA,NA
"chag1247",5655,"chg","Eurasia",NA,NA,NA,NA
"chag1250",137,NA,"Africa",NA,NA,NA,NA
"chak1266",1111,"ccp","Eurasia",NA,NA,NA,NA
"chak1270",2374,"ckh","Eurasia","Sino-Tibetan",21.4134,92.5953,"1"
"chak1271",1117,"cli","Africa","Atlantic-Congo",9.83446,-1.90181,"1"
"chal1269",256,NA,"Africa",NA,NA,NA,NA
"chal1275",3219,"cld","Eurasia","Afro-Asiatic",37.0972,43.5027,"1"
"cham1307",283,"cdh","Eurasia",NA,NA,NA,NA
"cham1309",1153,"cji","Eurasia","Nakh-Daghestanian",42.5024,45.995,"0"
"cham1312",8605,"cha","Papunesia","Austronesian",13.438011,144.74474,"1"
"cham1313",302,"can","Papunesia",NA,NA,NA,NA
"cham1315",1647,"ceg","South America","Zamucoan",-20.5899,-58.2005,"1"
"cham1318",1122,"ccc","South America","Arawakan",-5.1149,-75.6778,"1"
"cham1329",193,"cdg","Eurasia",NA,NA,NA,NA
"chan1309",1326,"cna","Eurasia",NA,NA,NA,NA
"chan1310",1684,"chx","Eurasia",NA,NA,NA,NA
"chan1313",2360,"nbc","Eurasia","Sino-Tibetan",26.4336,94.9536,"?"
"chan1322",327,"caj","South America",NA,NA,NA,NA
"char1269",192,"cra","Africa","Ta-Ne-Omotic",6.63946,36.4192,"0"
"char1283",74,NA,"Africa",NA,NA,NA,NA
"chat1268",26,NA,NA,NA,NA,NA,NA
"chau1258",4955,"crv","Eurasia",NA,NA,NA,NA
"chau1259",64,"cdn","Eurasia",NA,NA,NA,NA
"chav1241",4205,"cbk",NA,NA,NA,NA,NA
"chay1248",5823,"cbt","South America",NA,NA,NA,NA
"chay1249",369,"mih","North America",NA,NA,NA,NA
"chec1245",10676,"che",NA,"Nakh-Daghestanian",43.5,45.5,"0"
"chee1238",3526,"ruk","Africa",NA,NA,NA,NA
"chek1238",974,"mrn","Papunesia","Austronesian",-8.27055,159.625,"0"
"chem1251",8,NA,"North America",NA,NA,NA,NA
"chen1255",977,"cde","Eurasia","Dravidian",15.8787,79.2534,"0"
"chen1259",30,"cjn","Papunesia",NA,NA,NA,NA
"chen1266",2701,"cnu","Africa",NA,NA,NA,NA
"chep1243",22,"ycp","Eurasia",NA,NA,NA,NA
"chep1245",4216,"cdm","Eurasia","Sino-Tibetan",27.7206,84.9017,"0"
"cher1271",164,"cpn","Africa",NA,NA,NA,NA
"cher1273",8019,"chr","North America","Iroquoian",35.4664,-83.163,"1"
"chew1245",1032,"cwg","Eurasia",NA,NA,NA,NA
"chew1246",366,NA,"Africa",NA,NA,NA,NA
"chey1247",7041,"chy","North America","Algic",45.5321,-106.659,"0"
"chha1249",1679,"hne","Eurasia",NA,NA,NA,NA
"chhi1245",1185,"ctn","Eurasia","Sino-Tibetan",26.961,87.1899,"0"
"chhu1238",220,"cur","Eurasia",NA,NA,NA,NA
"chia1237",28,"csd","Eurasia",NA,NA,NA,NA
"chia1262",1581,"cip","North America",NA,NA,NA,NA
"chib1270",6123,"chb","South America","Chibchan",6.24999,-74.1666,"0"
"chic1270",1793,"cic","North America","Muskogean",34,-88,"0"
"chic1271",273,"cob","North America",NA,NA,NA,NA
"chic1272",2463,"pei","North America",NA,NA,NA,NA
"chic1273",1596,"trs","North America",NA,NA,NA,NA
"chic1274",787,"zpv","North America",NA,NA,NA,NA
"chig1238",3619,"cgg","Africa","Atlantic-Congo",-1.04387,29.9122,"1"
"chil1264",416,"csg","South America",NA,NA,NA,NA
"chil1280",1346,"clc","North America","Athabaskan-Eyak-Tlingit",51.98952,-123.24458,"0"
"chil1281",136,NA,"North America",NA,NA,NA,NA
"chil1282",59,"csa","North America",NA,NA,NA,NA
"chim1300",4128,"zoh","North America",NA,NA,NA,NA
"chim1301",959,"cid","North America",NA,41,-123,"1"
"chim1302",1738,"qug","South America","Quechuan",-1.36727,-78.8521,"0"
"chim1309",1509,"cbg","South America","Chibchan",10.1902,-74.2559,"0"
"chim1310",63,NA,"North America",NA,NA,NA,NA
"chin1253",3306,"cpi",NA,NA,NA,NA,NA
"chin1272",3149,"chn",NA,NA,NA,NA,NA
"chin1283",1810,"csl","Eurasia",NA,NA,NA,NA
"chin1286",1936,"chh","North America","Chinookan",45.1729,-119.166,"0"
"chin1475",95,"cih","Eurasia",NA,NA,NA,NA
"chin1476",463,"bxu","Eurasia",NA,NA,NA,NA
"chin1478",160,"cnb",NA,NA,NA,NA,NA
"chin1483",378,"qxc",NA,NA,NA,NA,NA
"chip1241",2997,"ciw","North America","Algic",47.347,-94.2738,"0"
"chip1261",6451,"chp","North America","Athabaskan-Eyak-Tlingit",58.98,-104.44,"0"
"chip1262",2745,"cap","South America",NA,NA,NA,NA
"chiq1248",4831,"cax","South America","Chiquitano",-16.769554,-61.817795,"1"
"chiq1249",428,"qxa","South America",NA,NA,NA,NA
"chiq1250",1178,"maq","North America",NA,NA,NA,NA
"chir1283",612,"cdf","Eurasia","Sino-Tibetan",25.4643,94.4072,"0"
"chir1286",4195,"nhd",NA,NA,NA,NA,NA
"chit1248",1048,"ctm","North America",NA,30.3386,-90.9123,"0"
"chit1274",1555,"the","Eurasia",NA,NA,NA,NA
"chit1275",379,"ctg","Eurasia",NA,NA,NA,NA
"chit1279",831,"cik","Eurasia",NA,NA,NA,NA
"choa1237",825,"zpc","North America",NA,NA,NA,NA
"choc1275",78,"cgk","Eurasia","Sino-Tibetan",27.46961,91.21954,"0"
"choc1276",3997,"cho","North America","Muskogean",32.25,-88.5,"1"
"choc1279",840,"coz","North America",NA,NA,NA,NA
"chok1243",374,"nri","Eurasia",NA,NA,NA,NA
"chok1245",2967,"cjk","Africa",NA,NA,NA,NA
"chol1282",12889,"ctu",NA,NA,NA,NA,NA
"chol1284",1945,"cht","South America","Hibito-Cholon",-9.23129,-75.9621,"0"
"chol1286",24,NA,NA,NA,NA,NA,NA
"chon1284",1959,"cog","Eurasia","Austroasiatic",12.5218,102.514,"0"
"chon1285",4896,"cda","Eurasia",NA,NA,NA,NA
"chon1287",566,"coh","Africa",NA,NA,NA,NA
"chop1243",1557,"cce","Africa",NA,NA,NA,NA
"chor1273",3552,"caa","North America",NA,NA,NA,NA
"chor1274",42,NA,NA,NA,NA,NA,NA
"chor1275",443,"cjr","North America",NA,NA,NA,NA
"chot1239",597,"nct","Eurasia","Sino-Tibetan",24.3722,94.2408,"0"
"chra1242",2685,"crw","Eurasia","Austroasiatic",10.8021,107.293,"0"
"chru1239",3584,"cje","Eurasia",NA,NA,NA,NA
"chua1250",1677,"cjv","Papunesia",NA,NA,NA,NA
"chua1256",1034,"cqd","Eurasia",NA,NA,NA,NA
"chug1252",2349,"cvg","Eurasia","Sino-Tibetan",27.4177713,92.2255891,"0"
"chug1254",262,NA,"North America",NA,NA,NA,NA
"chuj1250",1880,"cac","North America","Mayan",15.8399,-91.76,"0"
"chuk1273",7998,"ckt","Eurasia","Chukotko-Kamchatkan",68.6436,170.045,"0"
"chuk1274",482,"cuh","Africa",NA,NA,NA,NA
"chul1246",331,"clw","Eurasia",NA,NA,NA,NA
"chum1261",2008,"ncu","Africa",NA,NA,NA,NA
"chum1264",83,"chs","North America",NA,NA,NA,NA
"chur1257",4178,"chu","Eurasia",NA,NA,NA,NA
"chut1247",2602,"scb","Eurasia",NA,NA,NA,NA
"chuu1238",4042,"chk","Papunesia","Austronesian",7.346993,151.598607,"0"
"chuv1255",17843,"chv","Eurasia","Turkic",55.487,47.163,"0"
"chuv1256",62,"xcv","Eurasia",NA,NA,NA,NA
"chuw1238",1789,"chw","Africa","Atlantic-Congo",-17.3428,37.1231,"1"
"ciac1237",160,"cia","Papunesia",NA,NA,NA,NA
"ciba1236",144,"ckl","Africa",NA,NA,NA,NA
"cici1237",532,"awc","Africa","Atlantic-Congo",11.0417,5.54073,"1"
"cigb1235",38,"cib","Africa",NA,NA,NA,NA
"cimb1238",4209,"cim","Eurasia",NA,NA,NA,NA
"cina1236",41,"mkx","Papunesia",NA,NA,NA,NA
"cind1241",50,"cdr","Africa",NA,NA,NA,NA
"cine1238",76,"cie","Africa",NA,NA,NA,NA
"cint1239",723,"cin","South America",NA,NA,NA,NA
"cisa1237",1555,"xcg",NA,NA,NA,NA,NA
"cish1238",52,"asg","Africa",NA,NA,NA,NA
"cita1245",814,"txt","Papunesia",NA,NA,NA,NA
"clal1241",2163,"clm","North America",NA,NA,NA,NA
"clas1249",4471,"xcl","Eurasia","Indo-European",38.592316,41.346422,"1"
"clas1250",14217,"nci","North America","Uto-Aztecan",19.72,-96.97,"1"
"clas1251",753,"qwc","South America",NA,NA,NA,NA
"clas1252",4329,"syc","Eurasia",NA,NA,NA,NA
"clas1253",2441,"myz","Eurasia",NA,NA,NA,NA
"clas1254",9958,"xct","Eurasia",NA,NA,NA,NA
"clas1258",168,NA,"Eurasia",NA,NA,NA,NA
"clel1238",1094,"dri","Africa",NA,NA,NA,NA
"coah1252",1673,"xcw","North America",NA,28.2589,-97.89,"1"
"coas1294",1757,"kzj","Papunesia",NA,NA,NA,NA
"coas1295",2234,"kjc","Papunesia",NA,NA,NA,NA
"coas1301",197,"csi","North America",NA,NA,NA,NA
"coat1238",2944,"mco","North America",NA,NA,NA,NA
"coat1240",586,"naz","North America",NA,NA,NA,NA
"coat1241",3265,"miz","North America",NA,NA,NA,NA
"coat1243",976,"zps","North America","Otomanguean",16.1463,-96.7683,"0"
"coat1244",412,"zca","North America",NA,NA,NA,NA
"coca1259",7189,"cod","South America","Tupian",-4.5,-74,"0"
"coch1272",1099,"coj","North America","Cochimi-Yuman",29.04,-114.077,"?"
"coch1273",244,NA,"North America",NA,NA,NA,NA
"coco1260",47,"coa","Papunesia","Austronesian",-12.193342,96.833679,"1"
"coco1261",2278,"coc","North America",NA,NA,NA,NA
"coeu1236",1916,"crd","North America","Salishan",47.2958,-116.715,"1"
"cofa1242",3532,"con","South America",NA,0.276675,-77.0643,"1"
"cogu1240",3569,"kog","South America","Chibchan",10.9485,-73.8043,"0"
"coll1240",446,"liw","Papunesia",NA,NA,NA,NA
"colo1249",1074,"csn","South America",NA,NA,NA,NA
"colo1254",2256,"gct",NA,NA,NA,NA,NA
"colo1256",2238,"cof","South America","Barbacoan",-0.21181,-79.2347,"0"
"colu1241",1235,"col","North America","Salishan",48.217,-118.454,"1"
"coma1245",2485,"com","North America","Uto-Aztecan",34,-101,NA
"coma1246",1135,"cco","North America",NA,NA,NA,NA
"come1251",66,"xcm","North America",NA,NA,NA,NA
"comm1245",1670,NA,NA,NA,NA,NA,NA
"como1259",1548,"coo","North America","Salishan",49.7233,-124.967,"1"
"cond1242",91,"gih","Australia",NA,NA,NA,NA
"cong1236",4698,"swc","Africa","Atlantic-Congo",-7.2692,27.4196,"0"
"coon1239",155,"cnc","Eurasia",NA,NA,NA,NA
"coos1249",1219,NA,"North America","Coosan",43.4413,-124.16,"1"
"copa1236",4553,"zoc","North America",NA,NA,NA,NA
"copa1237",3742,"trc","North America","Otomanguean",17.1541,-97.9826,"1"
"copi1238",21,NA,"Africa",NA,NA,NA,NA
"copp1244",804,NA,"North America",NA,NA,NA,NA
"copt1239",29515,"cop","Africa","Afro-Asiatic",29.472,31.2053,"1"
"coqu1236",933,"coq","North America",NA,NA,NA,NA
"cori1240",434,"cry","Africa","Atlantic-Congo",9.59,8.06,"1"
"corn1251",3926,"cor","Eurasia",NA,NA,NA,NA
"coro1247",1347,"qwa","South America",NA,NA,NA,NA
"coro1248",55,"xxr","South America",NA,NA,NA,NA
"cors1241",2142,"cos","Eurasia","Indo-European",41.7,9.25537,"1"
"cota1241",5793,"mta","Papunesia","Austronesian",6.39417,124.234,"1"
"coto1248",4,"xcn","North America",NA,NA,NA,NA
"cowi1241",66,NA,"North America",NA,NA,NA,NA
"cowl1242",358,"cow","North America","Salishan",46.4167,-122.917,"1"
"coya1241",159,"coy","South America",NA,NA,NA,NA
"coyo1236",147,"pbf","North America",NA,NA,NA,NA
"coyu1235",24,"toc","North America",NA,NA,NA,NA
"cree1270",4156,NA,"North America","Muskogean",31,-87.5,"0"
"cree1272",58,NA,"North America",NA,NA,NA,NA
"creo1235",1893,"gyn","South America",NA,NA,NA,NA
"crim1257",8776,"crh","Eurasia","Turkic",45,34.08,"0"
"croa1242",76,"csq","Eurasia",NA,NA,NA,NA
"croa1245",22454,"hrv",NA,NA,NA,NA,NA
"cros1244",600,"mfn","Africa","Atlantic-Congo",6.16926,8.23592,"0"
"crow1244",2407,"cro","North America","Siouan",45.368,-107.874,"1"
"cruz1243",25,NA,"North America",NA,NA,NA,NA
"cuaa1241",960,"cua","Eurasia","Austroasiatic",15.1688,108.431,"?"
"cuba1235",173,"csf","North America",NA,NA,NA,NA
"cuba1236",7,"cbq","Africa",NA,NA,NA,NA
"cube1242",4507,"cub","South America","Tucanoan",1.32382,-70.1939,"0"
"cuib1242",5058,"cui","South America",NA,NA,NA,NA
"cuit1236",696,"cuy","North America",NA,NA,NA,NA
"culi1244",3499,"cul","South America","Arawan",-8.55268,-70.6648,"0"
"cuma1240",1949,"cuo","South America",NA,NA,NA,NA
"cune1239",2235,"xlu","Eurasia",NA,NA,NA,NA
"cunn1236",1431,"cuq","Eurasia",NA,NA,NA,NA
"cupe1243",1888,"cup","North America","Uto-Aztecan",33.3148,-116.515,"1"
"curr1243",1739,"kpc","South America","Arawakan",0.69618,-67.5028,"0"
"cusc1236",17041,"quz",NA,"Quechuan",-14.0853,-71.7663,"0"
"cush1243",25,NA,"Africa",NA,NA,NA,NA
"cutc1238",103,"ccl","Africa",NA,NA,NA,NA
"cuvo1236",612,"cuv","Africa",NA,NA,NA,NA
"cuya1240",36,"xtu","North America",NA,NA,NA,NA
"cuyo1237",332,"cyo","Papunesia",NA,NA,NA,NA
"cypr1248",1822,"acy","Eurasia","Afro-Asiatic",35.1674,33.0943,"1"
"czec1253",209,"cse","Eurasia",NA,NA,NA,NA
"czec1258",12586,"ces",NA,"Indo-European",49.873398,15.10437,"0"
"daai1236",786,"dao","Eurasia","Sino-Tibetan",20.7347,93.7853,"0"
"daak1235",703,"kzf","Papunesia","Austronesian",-1.21051,119.527,"0"
"daas1238",1763,"dsh","Africa","Afro-Asiatic",4.58879,35.9888,"1"
"daat1234",83,"dtn","Africa",NA,NA,NA,NA
"daba1260",1150,"dbr",NA,NA,NA,NA,NA
"daci1234",350,"xdc","Eurasia",NA,NA,NA,NA
"dadi1249",40,"dbd","Africa",NA,NA,NA,NA
"dadi1250",4376,"mps","Papunesia","Teberan",-6.65765,144.511,"1"
"daga1272",52,"dgd","Africa",NA,NA,NA,NA
"daga1275",2455,"dgz","Papunesia",NA,NA,NA,NA
"dagb1246",4560,"dag","Africa","Atlantic-Congo",9.64745,-0.43227,"1"
"dagb1248",527,"dgk","Africa",NA,NA,NA,NA
"dagi1241",511,"dec","Africa","Narrow Talodi",10.583,29.9404,"0"
"dago1245",3,"dgn","Australia",NA,NA,NA,NA
"daha1245",2028,"dal",NA,"Afro-Asiatic",-2.1843,40.37,NA
"daha1247",105,"dlk","Africa",NA,NA,NA,NA
"dair1239",301,"drb","Africa",NA,NA,NA,NA
"daiz1235",2107,"zhd","Eurasia",NA,NA,NA,NA
"daka1243",852,"bpa","Papunesia","Austronesian",-16.2696,168.013,"1"
"dako1258",5244,"dak","North America",NA,NA,NA,NA
"dakp1242",214,"dka","Eurasia",NA,NA,NA,NA
"dale1238",5028,"qer","Eurasia",NA,NA,NA,NA
"dalm1243",2091,"dlm","Eurasia",NA,NA,NA,NA
"dalo1238",1585,"bev","Africa",NA,NA,NA,NA
"dama1268",6,"dam","Africa",NA,NA,NA,NA
"dama1270",129,NA,"Africa",NA,NA,NA,NA
"dama1272",5017,NA,"Papunesia",NA,NA,NA,NA
"dama1278",1672,"idb","Eurasia",NA,NA,NA,NA
"dame1241",499,"dml","Eurasia",NA,NA,NA,NA
"damp1237",204,"dms","Papunesia","Austronesian",0.70234,120.219,"0"
"dana1252",73,"dnu","Eurasia","Austroasiatic",20.4957,96.998,"0"
"dand1238",434,"daq","Eurasia","Dravidian",18.7475,81.3598,"0"
"dang1260",1371,"thl","Eurasia",NA,NA,NA,NA
"dang1274",2923,"daa","Africa",NA,NA,NA,NA
"dani1246",892,"dsl","Eurasia",NA,NA,NA,NA
"dani1285",11443,"dan","Eurasia","Indo-European",54.8655,9.36284,"1"
"dann1241",4081,"daf","Africa",NA,NA,NA,NA
"dano1240",1874,"aso","Papunesia",NA,NA,NA,NA
"dans1240",28,"gku","Africa",NA,NA,NA,NA
"dara1250",1339,"dry","Eurasia","Indo-European",27.8623,84.1357,"0"
"dard1243",439,"djc","Africa","Dajuic",12.1187,18.7996,"?"
"darf1239",222,"daj","Africa",NA,NA,NA,NA
"darg1241",12633,"dar","Eurasia","Nakh-Daghestanian",42.4257,47.4388,"0"
"dari1249",5388,"prs","Eurasia",NA,NA,NA,NA
"darl1242",710,"dln","Eurasia",NA,NA,NA,NA
"darl1243",2652,"drl","Australia","Pama-Nyungan",-32.7021,142.695,NA
"darm1243",1344,"drd","Eurasia","Sino-Tibetan",29.8629,80.5439,"0"
"daro1239",35,"dro","Papunesia",NA,NA,NA,NA
