name,fid,tessellate,extrude,visibility,layer,path,description
Ngantangarra,407,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Wangkumara,408,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Thirarri,409,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Arabana,410,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Malkana,411,1,0,-1,Kartu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kartu,
Punthamara,412,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Tharrayi,413,1,0,-1,Kartu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kartu,"tindale's Tedei, per Doug Marmion. Probably the same as Thirrily (Southern Yingkarta?)"
Manthi,414,1,0,-1,Kartu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kartu,Probably the Carnavon local group of Yingkarta (per Doug Marmion)
Wagiman,415,1,0,-1,Non Pama-Nyungan Languages file,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Non Pama-Nyungan Languages file,
Tiwi,416,1,0,-1,Non Pama-Nyungan Languages file,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Non Pama-Nyungan Languages file,
Gaagudju,417,1,0,-1,Non Pama-Nyungan Languages file,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Non Pama-Nyungan Languages file,
Kungarakany,418,1,0,-1,Non Pama-Nyungan Languages file,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Non Pama-Nyungan Languages file,
Warungu,419,1,0,-1,North Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=North Maric,
Mangarrayi,420,1,0,-1,Non Pama-Nyungan Languages file,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Non Pama-Nyungan Languages file,
Djinba,421,1,0,-1,Northern,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Northern,
Gugu Badhun,422,1,0,-1,North Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=North Maric,
Yan-nhangu,423,1,0,-1,Northern,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Northern,
Dhangu,424,1,0,-1,Northern,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Northern,
Djangu,425,1,0,-1,Northern,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Northern,
Golpa,426,1,0,-1,Northern,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Northern,
Ngardi,427,1,0,-1,Northern (#2),/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Northern (#2),
Djinang,428,1,0,-1,Northern,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Northern,
Manjiljarra,429,1,0,-1,Northern (#2),/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Northern (#2),
Wangkajunga,430,1,0,-1,Northern (#2),/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Northern (#2),
Yindjibarndi,431,1,0,-1,Ngayarta,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngayarta,
Ngarla,432,1,0,-1,Ngayarta,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngayarta,
Karranga,433,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Yinhawangka,434,1,0,-1,Ngayarta,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngayarta,
Bilinarra,435,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Walmajarri,436,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Warlpiri,437,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Warlmanpa,438,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Wurlayi,439,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Ngarinyman,440,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Mudburra,441,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Gurindji,442,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Malngin,443,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Jaru,444,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Jiwarliny,445,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Wanyjirra,446,1,0,-1,Ngumpin-Yapa,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Ngumpin-Yapa,
Garandi,447,,,,Paman,,
Barranbinya,448,,,,Muruwaric,,
Bandjalang,449,,,,Bandjalangic,,
Southern Anaiwan,450,,,,Anaiwan,,
Kokiny,451,,,,Paman,,
Ribh,452,,,,Paman,Paman,
Olkola,453,,,,Paman,,
Djangkun,454,,,,Paman,,
Wik-Alkan,455,,,,Paman,,
Wik-Ngatharr,456,,,,Paman,,
Wik-Paacha,457,,,,Paman,,
Wik-Ep,458,,,,Paman,,
Wik-Ngathan,459,,,,Paman,,
Wik Me'nh,460,,,,Paman,,
Pakanh,461,,,,Paman,,
Kuuk Yak,462,,,,Paman,,
Kuuk Thaayorre,463,,,,Paman,,
Yintyingka,464,,,,Paman,,
Umpithamu,465,,,,Paman,,
Umbuygamu,466,,,,Paman,,
Rimanggudinhma,467,,,,Paman,,
Walangama,468,,,,Paman,,
Agwamin,469,,,,Paman,,
Takalak,470,,,,Paman,,
Athima,471,,,,Paman,,
Ikarranggal,472,,,,Paman,,
Guku Mini,473,,,,Paman,,
Uw Oykangand,474,,,,Paman,,
Ogunyjan,475,,,,Paman,,
